date,location,PM10,PM2.5,Ozon,CO,NO2,NO,Air temperature 2 m above ground daily mean,Air temperature 2 m above ground daily maximum,Air temperature 2 m above ground daily minimum,Air temperature at 5 cm above grass daily mean,Air temperature at 5 cm above grass daily maximum,Air temperature at 5 cm above grass daily minimum,Relative air humidity 2 m above ground daily mean,Vapour pressure 2 m above ground daily mean,Atmospheric pressure at barometric altitude (QFE) daily mean,Pressure reduced to sea level (QFF) daily mean,Geopotential height of the 850 hPA level daily mean,Geopotential height of the 700 hPA level daily mean,Pressure reduced to sea level according to standard atmosphere (QNH) daily mean,Wind speed scalar daily mean in m/s,Gust peak (one second) daily maximum in m/s,Wind speed scalar daily mean in km/h,Gust peak (one second) daily maximum in km/h,Gust peak (three seconds) daily maximum in m/s,Gust peak (three seconds) daily maximum in km/h,Foehn index daily value,Precipitation daily total 6 UTC - 6 UTC following day,Precipitation daily total 0 UTC - 0 UTC,Snow depth (automatic measurement) morning measurement at 6 UTC,Global radiation daily mean,Longwave incoming radiation daily mean,Sunshine duration daily total,Sunshine duration in relation to absolute daily total,Reference evaporation from FAO daily total,Cooling Degree Day (CDD),Wind direction daily mean,Heating degrees (HGT12/20),Heating degrees (ATD12/12),"Hydrologic registration (hydrologic balance, R-ETS) daily total"
2020-01-02,Zürich,16.21,18.43,,21.11,18.87,,-1.2,-0.3,-2.1,-0.6,1.3,-1.6,94.6,5.3,963.6,1032.8,,,1029.6,1.0,3.8,3.6,13.7,3.6,13.0,0.0,0.0,0.0,,25,303,0,0,0.2,0.0,203,21.2,13.2,0.0
2020-01-03,Zürich,16.91,20.09,,26.5,26.71,,3.0,6.2,-0.9,2.9,8.3,-2.1,87.3,6.6,961.7,1029.7,,,1027.7,1.8,7.7,6.5,27.7,7.4,26.6,0.0,0.9,0.9,,50,301,143,31,0.2,0.0,219,17.0,9.0,0.8
2020-01-04,Zürich,6.8,8.8,,36.66,13.54,,4.9,6.9,2.1,4.2,6.3,0.6,80.7,7.0,965.8,1033.6,,,1032.0,2.5,10.3,9.0,37.1,10.0,36.0,0.0,0.5,0.5,,19,317,0,0,0.6,0.0,259,15.1,7.1,0.5
2020-01-05,Zürich,8.88,11.52,,35.72,21.15,,1.6,5.8,-1.0,0.6,8.2,-2.7,82.7,5.6,967.8,1036.5,,,1034.0,1.6,6.6,5.8,23.8,6.2,22.3,0.0,0.0,0.0,,74,248,460,100,0.2,0.0,54,18.4,10.4,-0.2
2020-01-06,Zürich,19.23,23.17,,28.78,50.18,,0.1,4.2,-2.1,-0.5,7.2,-3.6,91.8,5.6,962.8,1031.6,,,1028.8,0.8,3.5,2.9,12.6,3.4,12.2,0.0,0.0,0.0,,55,262,257,56,0.1,0.0,207,19.9,11.9,-0.1
2020-01-07,Zürich,14.42,18.19,,31.55,48.55,,3.0,5.5,-0.8,2.1,6.8,-2.9,83.9,6.4,963.7,1031.8,,,1029.7,1.1,6.8,4.0,24.5,6.6,23.8,0.0,0.0,0.0,,32,291,76,16,0.3,0.0,243,17.0,9.0,-0.1
2020-01-08,Zürich,16.96,22.15,,30.09,66.7,,3.1,7.5,-1.1,2.3,10.4,-3.3,81.6,6.1,963.8,1031.9,,,1029.8,0.6,3.6,2.2,13.0,3.5,12.6,0.0,0.0,0.0,,60,284,268,58,0.2,0.0,214,16.9,8.9,-0.2
2020-01-09,Zürich,10.26,16.46,,35.4,46.25,,6.2,10.6,1.8,4.4,12.4,-0.3,52.9,4.8,956.8,1023.6,,,1022.5,1.5,14.4,5.4,51.8,13.9,50.0,0.0,0.0,0.0,,70,274,438,94,0.6,0.0,211,13.8,5.8,-0.5
2020-01-10,Zürich,4.99,7.11,,40.12,9.08,,7.6,10.3,5.0,7.0,12.4,3.1,65.2,6.8,958.2,1024.7,,,1023.9,4.2,15.3,15.1,55.1,14.9,53.6,0.0,0.0,0.0,,57,303,240,51,1.2,0.0,242,12.4,4.4,-0.2
2020-01-11,Zürich,9.08,12.15,,35.56,28.76,,3.9,6.7,0.1,3.2,10.0,-1.9,86.1,6.9,965.2,1033.2,,,1031.3,1.4,5.5,5.0,19.8,5.2,18.7,0.0,0.0,0.0,,46,283,82,17,0.3,0.0,38,16.1,8.1,-0.1
2020-01-12,Zürich,18.29,21.64,,26.52,30.34,,1.7,5.8,-0.7,1.1,9.0,-2.3,87.8,6.0,962.1,1030.5,,,1028.1,1.0,4.8,3.6,17.3,4.7,16.9,0.0,0.0,0.0,,74,262,325,69,0.2,0.0,225,18.3,10.3,-0.1
2020-01-13,Zürich,17.77,24.23,,32.79,82.44,,1.4,4.9,-0.9,0.4,8.4,-2.8,81.5,5.5,956.6,1024.6,,,1022.2,0.5,3.1,1.8,11.2,3.0,10.8,0.0,0.0,0.0,,55,261,139,30,0.2,0.0,225,18.6,10.6,-0.1
2020-01-14,Zürich,10.57,15.7,,36.08,40.19,,4.3,9.4,-0.5,2.5,12.3,-2.9,62.9,5.1,953.4,1020.5,,,1018.9,1.8,8.8,6.5,31.7,8.5,30.6,0.0,0.0,0.0,,79,260,431,91,0.6,0.0,208,15.7,7.7,-0.4
2020-01-15,Zürich,7.87,12.64,,39.47,31.24,,7.0,11.6,1.7,5.3,14.4,-1.1,56.9,5.6,956.6,1023.1,,,1022.2,2.5,12.7,9.0,45.7,11.6,41.8,0.0,0.0,0.0,,81,270,433,91,1.0,0.0,208,13.0,5.0,-0.4
2020-01-16,Zürich,10.12,16.43,,38.43,55.71,,6.2,10.7,2.1,4.8,13.5,-0.8,66.3,6.2,961.2,1028.3,,,1027.1,1.0,5.6,3.6,20.2,5.5,19.8,0.0,0.0,0.0,,80,275,478,100,0.4,0.0,180,13.8,5.8,-0.3
2020-01-17,Zürich,9.36,13.59,,35.58,38.96,,4.6,8.3,1.2,3.5,11.7,-1.3,81.4,6.9,956.9,1024.1,,,1022.6,1.9,11.8,6.8,42.5,11.1,40.0,0.0,4.0,3.9,,38,300,102,21,0.6,0.0,225,15.4,7.4,3.8
2020-01-18,Zürich,5.85,8.01,,38.37,12.73,,3.4,6.0,0.0,2.9,8.6,-1.5,78.5,6.1,961.3,1029.1,,,1027.2,1.9,10.2,6.8,36.7,9.7,34.9,0.0,0.0,0.1,,58,290,178,37,0.4,0.0,252,16.6,8.6,0.0
2020-01-19,Zürich,7.79,9.73,,36.34,13.8,,0.5,3.6,-1.1,0.1,8.2,-3.3,80.4,5.1,967.5,1036.6,,,1033.8,2.1,8.3,7.6,29.9,8.2,29.5,0.0,0.0,0.0,,76,263,233,49,0.4,0.0,41,19.5,11.5,-0.1
2020-01-20,Zürich,13.41,17.56,,35.64,19.5,,-0.4,2.7,-2.4,-1.0,5.4,-4.2,78.5,4.6,973.4,1043.1,,,1039.9,3.5,12.0,12.6,43.2,11.7,42.1,0.0,0.0,0.0,,86,232,384,80,0.6,0.0,54,20.4,12.4,-0.2
2020-01-21,Zürich,20.83,27.38,,33.47,53.78,,-1.8,1.7,-4.0,-2.6,4.4,-6.0,83.6,4.4,971.2,1041.2,,,1037.7,1.7,6.7,6.1,24.1,6.5,23.4,0.0,0.0,0.0,,79,231,423,87,0.3,0.0,50,21.8,13.8,-0.2
2020-01-22,Zürich,30.37,37.18,,28.21,58.65,,-2.8,-1.4,-4.2,-2.4,0.8,-5.1,94.5,4.7,966.7,1036.6,,,1032.9,1.3,5.7,4.7,20.5,5.6,20.2,0.0,0.0,0.0,,34,285,0,0,0.2,0.0,63,22.8,14.8,0.0
2020-01-25,Zürich,31.88,39.21,,28.62,99.52,,0.1,4.1,-2.1,0.1,6.5,-3.1,94.7,5.8,955.9,1024.3,,,1021.6,0.5,3.7,1.8,13.3,3.6,13.0,0.0,0.0,0.0,,66,277,219,44,0.2,0.0,207,19.9,11.9,0.0
2020-01-26,Zürich,22.41,29.85,,27.3,69.71,,2.3,6.2,-1.2,2.6,8.8,-0.7,88.7,6.3,954.1,1021.7,,,1019.6,0.8,5.0,2.9,18.0,4.9,17.6,0.0,0.7,0.6,,74,298,260,52,0.3,0.0,225,17.7,9.7,0.5
2020-01-27,Zürich,14.83,25.74,,33.38,25.69,,5.5,8.0,2.9,5.0,10.4,0.7,79.3,7.1,949.0,1015.4,,,1014.2,2.3,16.1,8.3,58.0,14.2,51.1,0.0,4.4,1.3,,65,304,255,51,0.6,0.0,221,14.5,6.5,1.2
2020-01-28,Zürich,4.61,6.91,,41.47,7.74,,4.1,6.1,1.3,3.3,5.7,0.4,79.6,6.5,941.4,1007.7,,,1006.2,7.2,34.8,25.9,125.3,29.7,106.9,0.0,5.6,8.4,,26,310,6,1,0.9,0.0,232,15.9,7.9,8.4
2020-01-29,Zürich,3.64,4.69,,42.99,13.07,,3.2,4.8,1.3,2.5,5.0,0.7,85.8,6.6,948.9,1015.9,,,1014.1,5.2,23.5,18.7,84.6,22.5,81.0,0.0,1.3,1.7,,21,309,2,0,0.6,0.0,243,16.8,8.8,1.7
2020-01-30,Zürich,5.68,8.37,,37.37,12.66,,4.9,8.1,1.6,4.9,10.6,0.0,79.9,6.9,951.6,1018.3,,,1017.0,2.3,8.4,8.3,30.2,8.2,29.5,0.0,5.6,5.5,,85,296,316,63,0.6,0.0,208,15.1,7.1,5.3
2020-01-31,Zürich,6.51,9.54,,33.7,23.86,,9.3,13.9,5.2,9.1,16.4,5.2,83.7,9.8,952.0,1017.7,,,1017.4,2.2,13.3,7.9,47.9,13.2,47.5,0.0,0.0,0.1,,74,333,259,51,0.8,0.0,221,10.7,2.7,0.0
2020-02-01,Zürich,5.33,7.15,,27.72,7.37,,9.4,12.7,4.9,8.5,13.3,2.5,79.2,9.2,949.8,1015.3,,,1015.1,4.8,27.7,17.3,99.7,26.5,95.4,0.0,9.1,9.1,,52,317,148,29,1.1,0.0,238,10.6,2.6,9.0
2020-02-02,Zürich,3.31,4.3,,34.68,3.65,,10.7,13.2,8.4,9.8,12.0,8.0,81.1,10.5,952.5,1017.9,,,1017.9,6.9,21.6,24.8,77.8,20.6,74.2,0.0,6.8,6.3,,19,350,0,0,1.3,0.0,234,9.3,1.3,6.3
2020-02-03,Zürich,8.5,22.33,,31.1,4.92,,12.6,15.5,10.5,11.4,14.3,9.9,69.9,10.0,952.8,1017.8,,,1018.3,9.0,27.7,32.4,99.7,27.4,98.6,0.0,13.7,9.5,,18,354,0,0,2.5,0.0,238,0.0,0.0,9.4
2020-02-04,Zürich,5.96,14.32,,36.74,11.32,,4.3,16.0,0.9,4.1,14.9,0.3,78.0,6.3,951.8,1018.8,,,1017.2,6.4,33.9,23.0,122.0,32.5,117.0,0.0,0.2,4.9,,46,314,48,9,2.7,0.0,252,15.7,7.7,4.8
2020-02-05,Zürich,6.34,9.81,,39.05,33.08,,2.1,5.9,-1.6,1.8,9.4,-4.0,68.1,4.8,965.8,1034.3,,,1031.9,1.8,6.9,6.5,24.8,6.7,24.1,0.0,0.0,0.0,,70,267,218,42,0.7,0.0,330,17.9,9.9,-0.2
2020-02-06,Zürich,11.18,16.14,,35.1,44.49,,0.4,5.6,-2.8,-0.2,9.0,-5.1,71.5,4.4,964.2,1033.0,,,1030.3,1.5,5.8,5.4,20.9,5.6,20.2,0.0,0.0,0.0,,113,233,531,100,0.7,0.0,48,19.6,11.6,-0.4
2020-02-07,Zürich,14.28,22.24,,39.15,83.17,,1.0,6.5,-2.8,0.6,10.1,-5.0,70.9,4.6,960.1,1028.5,,,1026.0,0.9,3.7,3.2,13.3,3.6,13.0,0.0,0.0,0.0,,118,236,536,100,0.5,0.0,53,19.0,11.0,-0.4
2020-02-08,Zürich,14.31,18.76,,35.46,48.11,,3.0,8.9,-1.4,1.9,12.0,-3.5,68.8,5.0,959.0,1026.8,,,1024.8,0.9,7.0,3.2,25.2,6.7,24.1,0.0,0.0,0.0,,101,247,429,80,0.6,0.0,196,17.0,9.0,-0.4
2020-02-09,Zürich,7.54,10.77,,35.89,7.32,,7.5,11.1,1.5,6.8,14.2,-1.0,52.7,5.4,955.1,1021.4,,,1020.6,4.2,21.9,15.1,78.8,20.6,74.2,20.0,0.0,0.0,,112,285,419,78,1.7,0.0,223,12.5,4.5,-0.6
2020-02-10,Zürich,5.12,8.0,,37.53,4.92,,10.0,13.2,5.8,9.3,13.2,5.7,64.0,7.8,945.3,1010.4,,,1010.3,11.2,34.4,40.3,123.8,31.0,111.6,10.0,12.9,7.0,,46,328,67,12,2.5,0.0,242,10.0,2.0,6.8
2020-02-11,Zürich,4.72,6.76,,41.38,6.35,,4.4,9.4,1.1,3.7,8.8,0.3,77.7,6.5,949.7,1016.5,,,1015.0,7.9,30.7,28.4,110.5,29.1,104.8,0.0,8.5,13.4,,42,306,22,4,1.5,0.0,246,15.6,7.6,13.3
2020-02-12,Zürich,4.48,6.68,,41.77,8.8,,3.5,5.4,1.0,2.8,9.0,-0.2,69.3,5.4,955.8,1023.2,,,1021.4,4.8,16.8,17.3,60.5,16.2,58.3,0.0,0.0,1.0,,54,292,52,9,1.2,0.0,238,16.5,8.5,0.9
2020-02-13,Zürich,4.72,7.45,,39.67,15.26,,3.5,7.0,0.0,2.7,7.8,-2.1,74.0,5.8,948.2,1015.1,,,1013.4,3.3,22.2,11.9,79.9,19.8,71.3,0.0,13.0,12.8,,42,297,12,2,1.0,0.0,226,16.5,8.5,12.7
2020-02-14,Zürich,4.5,6.51,,41.52,18.43,,5.5,9.0,2.5,5.1,13.2,0.7,78.8,7.1,957.3,1024.4,,,1023.0,3.6,17.1,13.0,61.6,16.7,60.1,0.0,0.3,0.5,,75,300,129,23,1.0,0.0,244,14.5,6.5,0.4
2020-02-15,Zürich,9.51,12.56,,33.1,33.1,,5.3,10.9,0.0,4.8,15.2,-1.5,73.4,6.3,958.4,1025.5,,,1024.1,1.3,5.5,4.7,19.8,5.3,19.1,0.0,0.0,0.0,,126,265,476,84,0.9,0.0,188,14.7,6.7,-0.4
2020-02-18,Zürich,4.43,6.71,,40.86,14.45,,5.5,9.2,3.0,5.2,13.4,0.2,62.5,5.6,962.3,1029.7,,,1028.3,3.8,13.9,13.7,50.0,13.4,48.2,0.0,0.0,0.0,,105,277,368,64,1.6,0.0,240,14.5,6.5,-0.6
2020-02-19,Zürich,4.14,6.27,,39.94,9.08,,4.5,6.9,3.0,4.0,9.9,1.0,65.8,5.5,958.8,1026.2,,,1024.6,5.3,17.4,19.1,62.6,16.1,58.0,0.0,2.5,2.5,,71,290,170,29,1.6,0.0,240,15.5,7.5,2.2
2020-02-20,Zürich,5.12,7.93,,39.01,12.2,,6.3,10.8,2.6,6.5,14.9,0.8,63.0,5.9,956.9,1023.7,,,1022.6,3.1,19.3,11.2,69.5,18.1,65.2,0.0,1.1,0.3,,129,280,439,76,1.6,0.0,224,13.7,5.7,-0.4
2020-02-21,Zürich,5.69,8.64,,42.44,22.89,,5.1,9.1,2.5,5.0,14.0,0.2,64.3,5.6,963.3,1030.8,,,1029.3,2.3,16.2,8.3,58.3,15.6,56.2,0.0,0.0,0.8,,126,276,372,63,1.3,0.0,253,14.9,6.9,0.2
2020-02-22,Zürich,7.93,10.95,,36.18,21.54,,7.2,13.5,0.3,6.7,17.6,-1.8,61.2,5.9,963.8,1030.8,,,1029.8,1.8,7.7,6.5,27.7,7.5,27.0,0.0,0.0,0.0,,148,274,547,92,1.4,0.0,228,12.8,4.8,-0.9
2020-02-23,Zürich,4.82,7.1,,37.81,4.35,,12.8,16.1,8.4,12.2,18.5,6.8,41.1,6.1,960.7,1026.2,,,1026.6,6.0,21.6,21.6,77.8,20.0,72.0,0.0,0.0,0.0,,56,348,15,3,3.4,0.0,240,0.0,0.0,-0.3
2020-02-24,Zürich,4.56,7.85,,35.27,20.38,,13.6,18.0,10.4,13.7,22.5,9.5,55.2,8.4,955.0,1019.8,,,1020.6,4.8,17.2,17.3,61.9,16.0,57.6,0.0,0.0,0.0,,143,312,471,78,3.0,0.0,247,0.0,0.0,-1.0
2020-02-25,Zürich,5.65,9.19,,40.2,19.52,,7.9,12.7,3.8,7.0,14.7,3.4,67.9,7.1,942.5,1007.9,,,1007.4,5.8,22.6,20.9,81.4,21.0,75.6,0.0,13.0,7.8,,71,302,87,14,2.0,0.0,248,12.1,4.1,7.5
2020-02-26,Zürich,3.55,4.69,,42.5,8.61,,1.4,5.2,-0.2,1.3,7.5,-0.7,81.4,5.5,941.2,1008.1,,,1006.0,5.4,21.2,19.4,76.3,20.5,73.8,0.0,5.3,10.4,,83,295,126,21,1.1,0.0,243,18.6,10.6,10.2
2020-02-27,Zürich,4.35,6.29,,42.42,11.04,,1.7,4.8,-0.6,1.2,3.6,-1.3,78.7,5.4,941.1,1008.0,,,1005.9,5.6,29.8,20.2,107.3,28.4,102.2,0.0,6.7,6.8,,42,294,112,18,1.1,0.0,239,18.3,10.3,6.6
2020-02-28,Zürich,6.19,9.12,,42.76,9.8,,4.1,7.7,0.8,5.0,13.8,-0.7,53.8,4.3,952.7,1019.8,,,1018.1,2.8,13.1,10.1,47.2,12.4,44.6,0.0,0.7,0.0,,161,279,461,75,1.7,0.0,230,15.9,7.9,-1.2
2020-02-29,Zürich,6.62,12.69,,42.02,10.3,,7.9,13.9,3.6,7.9,18.9,2.6,63.3,6.6,940.3,1005.6,,,1005.1,3.3,22.9,11.9,82.4,22.6,81.4,110.0,17.8,15.4,,101,322,136,22,1.9,0.0,219,12.1,4.1,15.0
2020-03-01,Zürich,3.15,4.1,,43.53,3.52,,7.5,13.2,3.9,8.2,19.0,3.0,71.0,7.2,937.6,1002.8,,,1002.2,4.6,27.9,16.6,100.4,27.4,98.6,10.0,0.8,3.9,,167,297,482,78,2.1,0.0,228,12.5,4.5,3.1
2020-03-02,Zürich,4.53,8.3,,39.28,28.72,,4.6,7.0,1.5,4.0,8.0,-0.6,76.6,6.4,929.2,994.5,,,993.4,3.5,14.7,12.6,52.9,14.0,50.4,0.0,4.6,4.3,,46,301,0,0,1.0,0.0,246,15.4,7.4,4.2
2020-03-03,Zürich,4.76,7.03,,42.41,14.17,,3.9,8.2,1.9,4.3,14.4,-0.5,67.2,5.3,940.7,1007.0,,,1005.5,3.2,14.4,11.5,51.8,13.8,49.7,0.0,0.6,0.3,,138,283,323,52,1.6,0.0,254,16.1,8.1,-0.4
2020-03-04,Zürich,6.38,9.58,,40.72,14.28,,4.1,8.5,0.5,4.5,15.3,-0.5,69.5,5.6,947.8,1014.5,,,1013.0,1.3,8.8,4.7,31.7,8.3,29.9,20.0,0.9,0.6,,148,279,325,52,1.2,0.0,204,15.9,7.9,-0.1
2020-03-05,Zürich,5.54,7.96,,42.98,16.22,,4.7,7.0,2.8,4.4,6.3,2.6,88.2,7.5,935.2,1000.8,,,999.6,2.1,22.9,7.6,82.4,21.9,78.8,0.0,13.9,14.6,,23,327,0,0,0.7,0.0,210,15.3,7.3,14.5
2020-03-06,Zürich,3.89,5.22,,43.38,3.86,,4.7,7.1,2.6,4.4,7.9,2.1,71.4,6.0,937.8,1003.7,,,1002.4,7.2,23.1,25.9,83.2,22.6,81.4,0.0,1.2,0.8,,44,316,1,0,1.6,0.0,238,15.3,7.3,0.6
2020-03-07,Zürich,8.1,10.13,,43.94,9.23,,3.4,6.7,0.4,3.0,11.2,-1.6,72.8,5.6,953.8,1021.1,,,1019.3,1.9,7.2,6.8,25.9,6.7,24.1,0.0,0.0,0.6,,73,283,59,9,1.0,0.0,250,16.6,8.6,0.3
2020-03-08,Zürich,8.64,10.73,,39.9,7.36,,4.7,9.9,-0.3,4.8,15.6,-2.6,63.4,5.2,953.8,1020.8,,,1019.3,1.6,6.8,5.8,24.5,6.6,23.8,0.0,1.8,0.0,,169,268,523,82,1.5,0.0,193,15.3,7.3,-1.4
2020-03-09,Zürich,4.47,6.22,,43.14,11.95,,4.9,7.5,3.0,4.3,11.8,0.0,81.5,7.0,951.9,1018.7,,,1017.3,3.1,14.7,11.2,52.9,13.9,50.0,0.0,3.1,4.9,,80,303,101,16,1.1,0.0,239,15.1,7.1,4.6
2020-03-10,Zürich,4.86,6.22,,39.94,13.15,,4.6,7.6,2.3,4.0,6.7,0.0,86.7,7.4,953.7,1020.7,,,1019.2,4.2,15.5,15.1,55.8,14.7,52.9,0.0,7.4,7.1,,25,322,0,0,0.8,0.0,215,15.4,7.4,7.0
2020-03-11,Zürich,4.52,6.7,,32.39,9.95,,11.9,17.9,6.3,12.0,24.1,6.3,72.3,9.9,955.3,1020.6,,,1020.9,4.1,16.3,14.8,58.7,15.5,55.8,0.0,0.0,0.3,,132,335,233,36,2.3,0.0,232,8.1,0.1,-0.3
2020-03-12,Zürich,5.3,9.49,,31.83,22.84,,11.5,17.0,7.9,11.9,25.0,5.6,69.4,9.4,952.1,1017.3,,,1017.6,3.7,14.4,13.3,51.8,13.5,48.6,0.0,0.1,0.0,,136,323,210,32,2.4,0.0,259,8.5,0.5,-0.7
2020-03-13,Zürich,5.92,9.28,,43.57,12.07,,6.9,11.4,2.3,7.4,18.3,-0.1,62.2,6.1,955.6,1022.1,,,1021.2,2.9,13.3,10.4,47.9,12.9,46.4,0.0,0.0,0.1,,137,292,307,46,1.9,0.0,260,13.1,5.1,-1.0
2020-03-14,Zürich,8.98,12.53,,38.15,14.17,,5.1,9.1,1.2,4.9,13.0,-0.8,64.5,5.5,955.3,1022.3,,,1020.9,1.0,4.1,3.6,14.8,4.0,14.4,0.0,0.0,0.0,,107,286,168,25,1.2,0.0,79,14.9,6.9,-0.7
2020-03-15,Zürich,10.91,14.08,,35.68,8.66,,7.1,14.5,0.9,7.7,21.2,-1.1,61.1,5.9,952.6,1018.9,,,1018.0,1.3,5.7,4.7,20.5,5.3,19.1,0.0,0.0,0.0,,209,260,653,97,2.0,0.0,90,12.9,4.9,-2.1
2020-03-16,Zürich,9.82,16.41,,41.14,35.39,,10.2,17.2,4.1,10.5,23.7,1.5,53.9,6.6,955.9,1021.6,,,1021.5,1.0,5.0,3.6,18.0,4.8,17.3,0.0,0.0,0.0,,204,278,640,95,2.1,0.0,259,9.8,1.8,-2.5
2020-03-17,Zürich,11.62,18.27,,39.86,22.96,,10.8,17.3,5.8,11.1,24.9,3.0,62.4,7.9,963.9,1030.0,,,1029.9,1.1,5.0,4.0,18.0,4.9,17.6,0.0,0.0,0.0,,177,300,466,69,2.0,0.0,326,9.2,1.2,-1.7
2020-03-18,Zürich,16.37,25.29,,41.27,31.69,,11.4,18.1,4.9,11.9,24.9,2.7,65.1,8.4,961.7,1027.6,,,1027.7,1.2,5.3,4.3,19.1,5.2,18.7,0.0,0.0,0.0,,207,289,666,98,2.2,0.0,45,8.6,0.6,-2.1
2020-03-19,Zürich,20.99,32.83,,42.21,24.47,,12.2,19.0,6.3,12.8,26.1,3.9,65.0,8.9,957.9,1023.3,,,1023.6,0.8,4.6,2.9,16.6,4.5,16.2,0.0,0.0,0.0,,207,294,661,97,2.2,0.0,270,0.0,0.0,-2.2
2020-03-20,Zürich,20.61,32.19,,43.55,20.44,,12.3,18.3,7.4,13.0,26.6,5.1,64.3,8.9,954.6,1019.8,,,1020.2,1.5,9.6,5.4,34.6,9.4,33.8,0.0,0.0,0.0,,181,316,442,65,2.3,0.0,256,0.0,0.0,-1.7
2020-03-21,Zürich,10.52,13.5,,30.41,6.23,,6.2,10.0,2.9,6.4,13.9,2.9,87.9,8.4,952.3,1018.8,,,1017.7,3.3,12.4,11.9,44.6,12.2,43.9,0.0,0.0,0.0,,80,317,37,5,1.1,0.0,44,13.8,5.8,-0.2
2020-03-22,Zürich,9.4,12.02,,33.84,3.35,,3.0,8.3,-1.4,3.7,14.7,-3.1,67.4,5.1,956.2,1023.8,,,1021.9,4.7,13.9,16.9,50.0,12.5,45.0,0.0,0.0,0.0,,112,279,238,35,1.8,0.0,53,17.0,9.0,-1.0
2020-03-23,Zürich,8.16,12.02,,42.79,10.24,,1.2,7.8,-3.5,2.4,14.6,-4.7,45.9,2.9,960.8,1029.2,,,1026.6,4.2,13.6,15.1,49.0,13.0,46.8,0.0,0.0,0.0,,237,217,683,99,2.6,0.0,55,18.8,10.8,-3.7
2020-03-24,Zürich,13.9,20.15,,44.5,10.37,,1.5,7.8,-3.5,2.7,14.3,-5.6,43.7,2.9,958.9,1027.1,,,1024.7,4.6,14.4,16.6,51.8,13.9,50.0,0.0,0.0,0.0,,238,220,689,100,2.7,0.0,50,18.5,10.5,-3.9
2020-03-25,Zürich,19.1,26.61,,47.76,10.76,,1.9,7.7,-2.3,3.1,14.6,-4.6,47.9,3.3,952.9,1020.5,,,1018.3,3.8,12.5,13.7,45.0,11.9,42.8,0.0,0.0,0.0,,223,236,619,89,2.5,0.0,53,18.1,10.1,-3.4
2020-03-26,Zürich,19.42,26.48,,39.4,14.93,,1.0,5.5,-3.0,1.2,10.5,-4.4,61.4,4.0,948.8,1016.3,,,1014.0,3.2,13.0,11.5,46.8,12.0,43.2,0.0,0.0,0.0,,158,247,357,51,1.7,0.0,48,19.0,11.0,-1.7
2020-03-27,Zürich,23.03,34.17,,40.58,25.08,,5.4,11.8,-1.3,6.1,18.8,-3.5,61.7,5.3,949.1,1015.6,,,1014.3,1.0,5.1,3.6,18.4,4.9,17.6,0.0,0.0,0.0,,202,268,566,81,1.9,0.0,18,14.6,6.6,-2.5
2020-03-28,Zürich,30.56,57.56,,40.96,11.43,,9.3,16.0,2.8,10.1,22.9,0.3,58.1,6.5,951.1,1016.7,,,1016.4,1.1,5.8,4.0,20.9,5.7,20.5,0.0,0.0,0.0,,223,282,661,94,2.4,0.0,37,10.7,2.7,-3.1
2020-03-29,Zürich,22.16,33.72,,39.0,4.67,,4.3,8.1,0.4,4.1,9.2,0.1,77.8,6.4,952.6,1019.6,,,1018.0,2.4,9.3,8.6,33.5,8.4,30.2,0.0,5.7,5.5,,53,313,2,0,1.1,0.0,23,15.7,7.7,5.2
2020-03-30,Zürich,7.59,10.19,,38.37,9.78,,0.5,2.6,-1.4,0.3,6.2,-4.5,75.5,4.8,955.9,1024.1,,,1021.5,3.4,12.8,12.2,46.1,12.8,46.1,0.0,0.0,0.2,,65,281,45,6,1.0,0.0,49,19.5,11.5,-0.2
2020-03-31,Zürich,9.46,13.45,,45.22,17.07,,2.3,8.6,-3.3,3.1,16.3,-6.3,49.9,3.4,957.0,1024.8,,,1022.7,3.1,11.7,11.2,42.1,11.4,41.0,0.0,0.0,0.0,,258,226,716,100,2.6,0.0,60,17.7,9.7,-4.1
2020-04-01,Zürich,14.91,20.97,,47.51,21.4,,3.8,10.8,-2.6,5.0,18.5,-5.7,50.5,3.9,952.2,1019.3,,,1017.6,1.9,6.8,6.8,24.5,6.5,23.4,0.0,0.0,0.0,,258,237,719,100,2.5,0.0,45,16.2,8.2,-4.1
2020-04-02,Zürich,17.49,25.42,,50.82,27.72,,7.1,14.4,0.0,8.1,22.1,-2.9,49.4,4.7,947.4,1013.3,,,1012.6,1.4,8.6,5.0,31.0,8.5,30.6,0.0,0.0,0.0,,250,261,709,98,2.6,0.0,283,12.9,4.9,-4.2
2020-04-03,Zürich,16.83,24.25,,54.63,18.45,,7.9,13.3,2.2,9.3,21.2,0.0,45.5,4.7,951.3,1017.3,,,1016.7,2.0,7.1,7.2,25.6,6.9,24.8,0.0,0.0,0.0,,253,268,706,98,2.9,0.0,355,12.1,4.1,-4.5
2020-04-04,Zürich,14.73,20.5,,49.15,7.08,,8.8,15.5,1.7,9.2,22.9,-0.6,51.0,5.5,955.9,1022.0,,,1021.5,2.2,7.5,7.9,27.0,6.9,24.8,0.0,0.0,0.0,,258,263,724,100,3.1,0.0,49,11.2,3.2,-4.3
2020-04-05,Zürich,16.14,21.47,,46.87,3.7,,10.7,18.4,3.0,11.3,25.8,0.0,48.1,5.8,955.6,1021.2,,,1021.2,2.1,6.5,7.6,23.4,6.3,22.7,0.0,0.0,0.0,,268,269,733,100,3.5,0.0,54,9.3,1.3,-4.6
