date,location,PM10,PM2.5,Ozon,CO,NO2,NO,Air temperature 2 m above ground daily mean,Air temperature 2 m above ground daily maximum,Air temperature 2 m above ground daily minimum,Air temperature at 5 cm above grass daily mean,Air temperature at 5 cm above grass daily maximum,Air temperature at 5 cm above grass daily minimum,Relative air humidity 2 m above ground daily mean,Vapour pressure 2 m above ground daily mean,Atmospheric pressure at barometric altitude (QFE) daily mean,Pressure reduced to sea level (QFF) daily mean,Geopotential height of the 850 hPA level daily mean,Geopotential height of the 700 hPA level daily mean,Pressure reduced to sea level according to standard atmosphere (QNH) daily mean,Wind speed scalar daily mean in m/s,Gust peak (one second) daily maximum in m/s,Wind speed scalar daily mean in km/h,Gust peak (one second) daily maximum in km/h,Gust peak (three seconds) daily maximum in m/s,Gust peak (three seconds) daily maximum in km/h,Foehn index daily value,Precipitation daily total 6 UTC - 6 UTC following day,Precipitation daily total 0 UTC - 0 UTC,Snow depth (automatic measurement) morning measurement at 6 UTC,Global radiation daily mean,Longwave incoming radiation daily mean,Sunshine duration daily total,Sunshine duration in relation to absolute daily total,Reference evaporation from FAO daily total,Cooling Degree Day (CDD),Wind direction daily mean,Heating degrees (HGT12/20),Heating degrees (ATD12/12),"Hydrologic registration (hydrologic balance, R-ETS) daily total"
2020-10-21,Zürich,16.39,30.44,,28.61,85.61,,11.7,15.7,7.9,11.1,19.0,6.3,73.6,10.0,948.5,1013.3,,,1013.7,0.9,4.3,3.2,15.5,4.2,15.1,0.0,0.0,0.0,,51,341,61,10,0.9,0.0,18,8.3,0.3,-0.4
2020-10-22,Zürich,13.93,26.51,,30.51,57.78,,12.7,17.6,8.7,12.3,19.5,6.9,78.4,11.4,953.2,1018.2,,,1018.7,1.1,8.9,4.0,32.0,8.6,31.0,0.0,6.0,1.7,,85,339,169,29,1.0,0.0,288,0.0,0.0,1.2
2020-10-23,Zürich,11.96,16.68,,26.05,25.6,,11.9,13.0,10.6,11.9,13.4,10.2,97.2,13.6,951.7,1016.7,,,1017.0,1.3,7.6,4.7,27.4,7.1,25.6,0.0,16.8,20.3,,16,364,0,0,0.5,0.0,225,8.1,0.1,20.3
2020-10-24,Zürich,5.48,7.71,,31.09,10.33,,11.1,15.2,7.3,10.8,17.5,5.4,86.4,11.3,953.4,1018.7,,,1018.9,1.8,9.7,6.5,34.9,9.0,32.4,0.0,0.0,0.8,,87,319,231,40,0.9,0.0,228,8.9,0.9,0.4
2020-10-25,Zürich,8.8,12.08,,21.09,16.39,,10.2,15.4,6.0,9.5,18.4,4.1,83.2,10.2,945.3,1010.3,,,1010.3,0.9,5.1,3.2,18.4,4.9,17.6,0.0,2.0,0.0,,122,298,472,83,0.9,0.0,225,9.8,1.8,-0.9
2020-10-26,Zürich,4.13,5.85,,34.32,9.24,,6.1,10.4,3.9,5.9,9.7,3.6,92.1,8.7,943.7,1009.7,,,1008.7,2.5,10.5,9.0,37.8,10.1,36.4,0.0,15.4,17.4,,7,328,0,0,0.7,0.0,225,13.9,5.9,17.3
2020-10-27,Zürich,4.95,7.49,,29.91,11.9,,7.3,10.8,5.0,6.9,15.4,3.2,80.3,8.1,947.7,1013.6,,,1012.9,2.1,9.0,7.6,32.4,8.9,32.0,0.0,0.9,0.0,,76,308,150,27,0.9,0.0,216,12.7,4.7,-0.4
2020-10-28,Zürich,4.47,6.89,,30.24,11.01,,9.5,12.9,6.9,9.1,15.1,6.7,81.3,9.6,951.4,1017.0,,,1016.7,2.7,12.3,9.7,44.3,12.2,43.9,0.0,4.9,5.0,,53,335,119,21,1.0,0.0,210,10.5,2.5,4.6
2020-10-29,Zürich,3.8,5.58,,33.89,14.6,,10.3,11.1,9.2,9.7,11.3,8.8,86.9,10.8,957.0,1022.8,,,1022.7,4.6,16.2,16.6,58.3,15.3,55.1,0.0,6.4,7.2,,25,350,0,0,0.8,0.0,242,9.7,1.7,7.1
2020-10-30,Zürich,5.33,9.16,,31.97,19.39,,11.4,15.6,7.3,10.9,19.4,5.2,78.1,10.4,960.6,1026.4,,,1026.5,2.6,11.0,9.4,39.6,10.8,38.9,0.0,0.0,0.0,,102,308,384,70,1.1,0.0,241,8.6,0.6,-0.9
2020-10-31,Zürich,14.52,19.19,,20.06,43.85,,7.7,11.6,4.9,7.5,13.7,4.2,94.2,9.9,958.5,1025.1,,,1024.3,0.7,3.2,2.5,11.5,2.7,9.7,0.0,0.0,0.0,,82,301,245,45,0.5,0.0,135,12.3,4.3,-0.2
2020-11-01,Zürich,15.42,19.03,,18.49,33.3,,10.1,13.5,5.6,9.9,15.7,4.3,90.7,11.2,956.4,1022.2,,,1022.0,0.6,7.7,2.2,27.7,7.3,26.3,0.0,1.1,1.1,,41,347,4,1,0.5,0.0,214,9.9,1.9,1.0
2020-11-02,Zürich,8.46,14.99,,26.91,30.75,,16.8,21.4,12.3,16.4,23.9,11.9,65.7,12.4,955.1,1019.2,,,1020.7,1.6,6.9,5.8,24.8,6.8,24.5,0.0,0.1,0.0,,103,366,406,76,1.3,0.0,222,0.0,0.0,-1.3
2020-11-03,Zürich,6.07,11.4,,32.9,29.53,,11.3,16.7,7.8,11.2,14.5,7.5,87.4,11.7,959.3,1025.0,,,1025.1,1.6,7.6,5.8,27.4,7.2,25.9,0.0,8.4,5.9,,18,360,0,0,0.8,0.0,301,8.7,0.7,5.8
2020-11-04,Zürich,6.64,10.49,,33.32,15.98,,6.4,7.9,5.5,6.4,7.6,5.4,89.5,8.6,963.1,1030.3,,,1029.1,2.7,10.0,9.7,36.0,9.7,34.9,0.0,0.4,3.0,,16,336,0,0,0.6,0.0,40,13.6,5.6,2.9
2020-11-05,Zürich,14.17,20.37,,23.45,21.91,,7.6,8.6,6.1,7.7,10.2,6.0,86.2,9.0,967.3,1034.5,,,1033.5,1.7,6.4,6.1,23.0,6.0,21.6,0.0,0.0,0.0,,17,342,0,0,0.6,0.0,48,12.4,4.4,-0.1
2020-11-06,Zürich,18.41,25.32,,21.3,36.36,,7.1,9.9,6.0,7.7,12.6,5.6,86.4,8.7,964.8,1031.9,,,1030.9,1.6,5.0,5.8,18.0,4.9,17.6,0.0,0.0,0.0,,64,326,167,32,0.6,0.0,39,12.9,4.9,-0.3
2020-11-07,Zürich,15.5,19.76,,17.38,29.92,,6.7,10.1,4.7,7.4,12.8,4.3,90.8,8.9,960.9,1027.8,,,1026.8,1.4,5.8,5.0,20.9,5.6,20.2,0.0,0.0,0.0,,75,313,238,46,0.5,0.0,55,13.3,5.3,-0.3
2020-11-08,Zürich,16.62,22.99,,14.32,32.22,,6.7,11.0,4.3,6.9,14.1,3.9,93.6,9.2,959.3,1026.2,,,1025.1,0.7,4.2,2.5,15.1,4.1,14.8,0.0,0.0,0.0,,71,311,218,42,0.4,0.0,90,13.3,5.3,-0.2
2020-11-09,Zürich,19.85,34.2,,20.75,86.43,,7.3,13.0,4.1,7.0,15.6,2.2,90.2,9.1,959.0,1025.7,,,1024.8,0.6,2.7,2.2,9.7,2.6,9.4,0.0,0.1,0.1,,85,295,330,64,0.4,0.0,90,12.7,4.7,-0.2
2020-11-10,Zürich,17.78,26.49,,19.78,87.76,,6.3,10.2,3.5,6.7,13.1,2.6,95.4,9.1,960.8,1027.8,,,1026.7,0.7,3.4,2.5,12.2,3.2,11.5,0.0,0.1,0.1,,65,318,210,41,0.4,0.0,243,13.7,5.7,0.0
2020-11-11,Zürich,18.15,25.49,,21.59,63.86,,6.0,7.1,5.0,6.7,8.9,5.6,97.2,9.1,959.5,1026.5,,,1025.3,0.8,3.4,2.9,12.2,3.3,11.9,0.0,0.1,0.1,,25,341,0,0,0.4,0.0,180,14.0,6.0,0.1
2020-11-12,Zürich,14.49,22.85,,23.98,27.41,,9.3,14.1,6.7,8.7,16.6,4.1,80.7,9.3,957.3,1023.4,,,1023.0,1.7,5.7,6.1,20.5,5.5,19.8,0.0,0.0,0.0,,84,303,320,64,0.7,0.0,201,10.7,2.7,-0.6
2020-11-13,Zürich,10.87,18.88,,25.83,52.82,,8.6,13.9,5.0,7.6,17.2,2.4,77.0,8.4,957.0,1023.2,,,1022.6,0.7,3.2,2.5,11.5,3.1,11.2,0.0,0.1,0.0,,94,288,423,85,0.4,0.0,194,11.4,3.4,-0.8
2020-11-14,Zürich,13.78,19.61,,24.72,47.27,,8.8,14.6,5.6,7.6,17.1,3.1,76.4,8.5,955.8,1021.9,,,1021.4,0.6,2.9,2.2,10.4,2.8,10.1,0.0,0.0,0.1,,96,281,503,100,0.3,0.0,198,11.2,3.2,-0.8
2020-11-15,Zürich,13.6,18.7,,25.32,39.1,,9.8,14.0,5.7,8.6,16.6,3.3,76.5,9.1,951.1,1016.6,,,1016.4,1.9,19.8,6.8,71.3,19.0,68.4,0.0,5.1,2.2,,89,300,461,93,0.7,0.0,233,10.2,2.2,1.4
2020-11-16,Zürich,4.8,7.54,,36.47,9.02,,8.9,11.4,6.6,8.1,14.4,4.2,78.9,9.0,956.2,1022.3,,,1021.9,3.6,15.6,13.0,56.2,15.0,54.0,0.0,0.2,3.0,,57,320,141,28,0.9,0.0,235,11.1,3.1,2.7
2020-11-17,Zürich,7.74,13.66,,30.92,45.04,,7.7,11.3,4.9,7.1,14.7,2.8,80.7,8.4,963.0,1029.9,,,1029.0,0.7,3.3,2.5,11.9,3.2,11.5,0.0,0.0,0.1,,87,291,450,91,0.3,0.0,45,12.3,4.3,-0.6
2020-11-18,Zürich,16.13,25.2,,25.29,85.76,,6.4,11.6,3.1,5.1,15.4,1.0,86.4,8.2,961.3,1028.4,,,1027.2,0.6,3.3,2.2,11.9,3.2,11.5,0.0,0.0,0.0,,74,276,325,66,0.3,0.0,214,13.6,5.6,-0.4
2020-11-19,Zürich,8.14,12.33,,32.48,36.54,,7.8,11.3,5.3,6.1,11.7,3.5,72.6,7.7,961.3,1028.0,,,1027.2,3.4,13.9,12.2,50.0,13.6,49.0,0.0,3.5,2.5,,14,312,29,6,1.2,0.0,244,12.2,4.2,2.3
2020-11-20,Zürich,6.79,10.38,,36.22,28.98,,4.2,6.7,0.8,3.6,10.3,-2.6,77.3,6.4,966.4,1034.4,,,1032.6,2.1,7.5,7.6,27.0,7.4,26.6,0.0,0.2,1.2,,52,297,85,18,0.5,0.0,32,15.8,7.8,0.9
2020-11-21,Zürich,13.41,17.86,,29.8,30.06,,1.1,4.8,-1.0,0.2,8.9,-2.8,81.9,5.4,966.2,1035.0,,,1032.3,1.8,6.8,6.5,24.5,6.6,23.8,0.0,0.0,0.0,,84,237,434,90,0.3,0.0,47,18.9,10.9,-0.6
2020-11-22,Zürich,23.21,27.62,,22.25,44.71,,1.2,5.4,-2.1,0.5,8.9,-4.0,87.7,5.8,962.6,1031.1,,,1028.6,0.6,3.3,2.2,11.9,3.1,11.2,0.0,0.0,0.0,,74,259,348,73,0.1,0.0,225,18.8,10.8,-0.4
2020-11-23,Zürich,23.46,32.3,,28.43,85.9,,3.4,8.8,0.7,2.6,12.7,-1.4,82.9,6.4,962.6,1030.6,,,1028.6,1.1,4.3,4.0,15.5,4.1,14.8,0.0,0.0,0.0,,62,277,291,61,0.4,0.0,50,16.6,8.6,-0.4
2020-11-24,Zürich,22.78,29.05,,23.9,36.15,,2.2,3.6,0.4,2.6,7.4,-1.5,90.3,6.5,958.7,1026.7,,,1024.5,1.3,6.9,4.7,24.8,6.7,24.1,0.0,0.0,0.0,,43,305,43,9,0.3,0.0,76,17.8,9.8,-0.1
2020-11-25,Zürich,18.11,24.34,,24.38,54.81,,1.4,2.3,0.2,2.1,4.3,0.9,93.6,6.3,955.8,1023.8,,,1021.4,0.7,2.5,2.5,9.0,2.4,8.6,0.0,0.0,0.0,,22,317,0,0,0.3,0.0,252,18.6,10.6,-0.1
2020-11-26,Zürich,16.56,21.1,,23.23,26.65,,1.5,3.1,0.5,2.4,6.0,1.2,95.8,6.5,957.2,1025.2,,,1022.9,0.8,3.0,2.9,10.8,2.9,10.4,0.0,0.0,0.0,,34,315,4,1,0.2,0.0,202,18.5,10.5,0.0
2020-11-27,Zürich,20.69,27.21,,25.65,58.47,,0.7,2.2,-0.3,1.6,3.9,0.3,97.1,6.3,954.6,1022.7,,,1020.2,1.1,4.3,4.0,15.5,4.1,14.8,0.0,0.0,0.0,,23,315,0,0,0.3,0.0,60,19.3,11.3,0.0
2020-11-28,Zürich,13.61,16.38,,20.88,22.99,,0.3,1.4,-0.5,0.8,1.7,-0.2,94.8,5.9,952.0,1020.0,,,1017.4,1.6,6.1,5.8,22.0,6.0,21.6,0.0,0.0,0.0,,12,313,0,0,0.3,0.0,54,19.7,11.7,0.0
2020-11-29,Zürich,16.62,19.28,,22.87,9.17,,0.3,1.6,-0.7,0.5,1.6,-0.5,86.2,5.4,955.1,1023.3,,,1020.6,2.1,7.4,7.6,26.6,7.0,25.2,0.0,0.0,0.0,,6,309,0,0,0.5,0.0,43,19.7,11.7,-0.1
2020-11-30,Zürich,18.2,22.68,,22.97,29.29,,-0.2,0.8,-1.0,0.0,1.6,-1.7,81.5,4.9,958.3,1026.9,,,1024.1,1.8,6.6,6.5,23.8,6.4,23.0,0.0,4.6,0.0,,13,301,0,0,0.5,0.0,239,20.2,12.2,-0.1
2020-12-09,Zürich,,,,27.32,56.84,,0.2,1.0,-0.5,0.2,0.8,-0.9,96.6,6.0,943.5,1010.9,,,1008.5,1.2,6.9,4.3,24.8,6.7,24.1,,3.9,5.3,,6,313,0,0,0.3,0.0,276,19.8,11.8,5.3
2020-12-10,Zürich,,,,26.39,38.11,,-0.5,0.2,-1.7,-0.8,0.4,-3.5,92.1,5.4,940.9,1008.3,,,1005.7,1.2,4.6,4.3,16.6,4.5,16.2,,0.0,0.0,,15,296,0,0,0.3,0.0,34,20.5,12.5,-0.1
2020-12-11,Zürich,,,,27.91,27.58,,-0.8,0.7,-2.5,-1.1,0.7,-4.5,91.9,5.3,935.3,1002.4,,,999.8,1.0,4.3,3.6,15.5,4.3,15.5,,0.8,0.0,,23,291,0,0,0.2,0.0,207,20.8,12.8,0.0
2020-12-12,Zürich,8.12,9.82,,31.33,14.73,,3.4,4.8,0.4,2.7,4.3,-0.2,90.5,7.1,936.6,1002.6,,,1001.1,2.0,7.6,7.2,27.4,7.5,27.0,0.0,4.3,1.7,,11,323,0,0,0.3,0.0,209,16.6,8.6,1.7
2020-12-13,Zürich,6.53,8.34,,28.66,11.02,,3.8,4.8,2.8,3.5,5.1,2.2,92.4,7.4,947.7,1014.5,,,1012.8,1.6,8.3,5.8,29.9,8.1,29.2,0.0,0.2,3.6,,12,320,0,0,0.4,0.0,214,16.2,8.2,3.6
2020-12-14,Zürich,12.89,19.9,,24.38,82.87,,2.6,5.4,0.9,2.0,6.8,-0.6,93.4,6.9,948.9,1016.0,,,1014.1,0.9,5.0,3.2,18.0,4.9,17.6,0.0,0.0,0.0,,53,274,231,51,0.1,0.0,117,17.4,9.4,-0.1
2020-12-15,Zürich,14.78,23.98,,26.79,114.46,,4.3,6.6,1.4,3.7,6.6,0.1,90.2,7.5,949.7,1016.5,,,1015.0,0.7,5.7,2.5,20.5,5.5,19.8,0.0,0.0,0.0,,21,312,0,0,0.3,0.0,0,15.7,7.7,-0.1
2020-12-16,Zürich,15.61,21.53,,21.96,72.86,,3.3,4.7,1.8,3.4,6.5,0.9,97.9,7.6,953.2,1020.5,,,1018.7,0.9,3.7,3.2,13.3,3.6,13.0,0.0,0.0,0.0,,35,311,29,7,0.2,0.0,135,16.7,8.7,0.0
2020-12-17,Zürich,14.95,21.57,,23.11,47.79,,3.8,7.1,2.4,3.6,8.8,0.8,92.3,7.4,958.5,1026.1,,,1024.3,1.0,4.1,3.6,14.8,4.0,14.4,0.0,0.0,0.0,,45,296,213,48,0.2,0.0,180,16.2,8.2,-0.1
2020-12-18,Zürich,19.19,26.67,,23.25,80.5,,2.5,6.5,-0.1,2.4,9.2,-1.2,94.3,6.9,958.6,1026.5,,,1024.4,0.7,4.3,2.5,15.5,4.2,15.1,0.0,0.0,0.0,,59,284,321,72,0.0,0.0,63,17.5,9.5,-0.1
2020-12-19,Zürich,17.89,21.67,,21.03,64.33,,0.5,2.0,-1.5,1.0,3.8,-1.2,98.3,6.3,955.5,1023.6,,,1021.1,0.6,3.3,2.2,11.9,3.2,11.5,0.0,0.0,0.0,,32,301,3,1,0.1,0.0,117,19.5,11.5,0.0
2020-12-20,Zürich,19.4,22.44,,18.74,46.18,,2.5,5.6,-0.3,2.5,7.2,-0.8,93.4,6.8,956.6,1024.3,,,1022.3,0.6,4.9,2.2,17.6,4.9,17.6,0.0,0.2,0.1,,51,297,225,51,0.1,0.0,180,17.5,9.5,0.0
2020-12-21,Zürich,14.02,17.82,,24.19,54.53,,4.8,7.0,2.3,4.4,6.9,1.1,93.5,8.0,957.5,1024.7,,,1023.2,1.1,4.8,4.0,17.3,4.7,16.9,0.0,8.0,8.1,,20,319,0,0,0.3,0.0,198,15.2,7.2,8.1
2020-12-22,Zürich,5.26,7.63,,27.87,16.04,,9.8,14.0,6.2,9.2,15.2,4.7,84.0,10.1,957.0,1022.9,,,1022.6,3.7,19.1,13.3,68.8,18.3,65.9,0.0,1.9,1.9,,48,330,152,34,0.8,0.0,233,10.2,2.2,1.8
2020-12-23,Zürich,4.79,6.93,,24.05,14.79,,9.5,12.6,6.3,8.4,12.0,4.2,79.6,9.3,952.2,1017.8,,,1017.6,2.7,15.4,9.7,55.4,14.0,50.4,0.0,18.2,11.3,,26,331,0,0,0.8,0.0,232,10.5,2.5,11.2
2020-12-24,Zürich,3.26,4.51,,35.46,4.59,,6.2,9.5,1.8,5.6,11.7,1.0,80.3,7.5,948.2,1014.4,,,1013.3,6.1,20.8,22.0,74.9,20.6,74.2,0.0,3.8,9.6,,36,320,95,21,0.9,0.0,244,13.8,5.8,9.5
2020-12-25,Zürich,4.89,6.24,,31.23,8.45,,0.8,1.9,-1.0,0.4,1.8,-2.0,83.7,5.4,953.4,1021.4,,,1018.9,1.9,8.2,6.8,29.5,8.1,29.2,0.0,0.2,1.3,,14,298,0,0,0.4,0.0,338,19.2,11.2,1.2
2020-12-26,Zürich,7.06,8.99,,31.4,7.65,,-1.4,1.5,-3.3,-2.5,4.9,-6.0,71.6,3.9,957.8,1026.7,,,1023.5,1.0,3.6,3.6,13.0,3.5,12.6,0.0,0.0,0.0,,56,233,239,53,0.2,0.0,90,21.4,13.4,-0.3
2020-12-27,Zürich,7.69,9.87,,32.77,6.66,,-1.3,2.5,-3.9,-2.1,1.3,-6.2,70.8,3.9,935.6,1002.9,,,1000.1,1.7,5.8,6.1,20.9,5.7,20.5,0.0,0.0,0.0,,30,263,0,0,0.5,0.0,194,21.3,13.3,-0.1
2020-12-28,Zürich,6.21,8.21,,35.71,16.0,,1.3,3.3,-0.2,0.3,2.3,-2.2,87.1,5.9,918.9,984.2,,,982.4,1.8,14.1,6.5,50.8,13.2,47.5,0.0,1.6,1.6,,9,289,0,0,0.5,0.0,246,18.7,10.7,1.6
2020-12-29,Zürich,3.74,5.32,,36.41,8.21,,3.3,5.2,0.4,2.2,7.7,-1.6,73.1,5.6,929.3,994.9,,,993.4,4.5,16.5,16.2,59.4,15.5,55.8,0.0,0.4,0.4,,41,279,138,30,0.8,0.0,233,16.7,8.7,0.2
2020-12-30,Zürich,6.75,8.51,,31.12,11.81,,1.5,3.0,-0.8,1.0,5.0,-2.2,86.9,5.9,940.1,1006.9,,,1004.9,1.3,5.4,4.7,19.4,5.3,19.1,0.0,0.4,0.4,,26,293,15,3,0.3,0.0,221,18.5,10.5,0.4
2020-12-31,Zürich,11.53,15.32,,28.24,10.69,,0.9,2.3,-0.7,0.4,3.7,-2.4,84.3,5.5,940.9,1007.9,,,1005.7,1.0,8.3,3.6,29.9,7.8,28.1,0.0,1.0,0.8,,26,288,3,1,0.3,0.0,188,19.1,11.1,0.8
2021-01-01,Zürich,21.82,25.59,,27.08,12.63,,0.9,1.8,0.3,0.9,2.9,-0.2,92.7,6.0,941.7,1008.9,,,1006.6,1.7,6.6,6.1,23.8,6.2,22.3,0.0,0.2,0.4,,21,310,0,0,0.3,0.0,14,19.1,11.1,0.4
2021-01-02,Zürich,13.16,15.98,,24.5,8.29,,0.5,1.0,-0.7,0.4,1.2,-0.7,84.8,5.4,943.1,1010.4,,,1008.0,2.2,7.3,7.9,26.3,7.2,25.9,0.0,0.0,0.0,,5,307,0,0,0.5,0.0,33,19.5,11.5,-0.1
2021-01-03,Zürich,18.88,22.65,,23.15,15.93,,-0.6,0.5,-2.3,-0.7,1.7,-3.8,85.7,5.0,944.0,1011.6,,,1008.9,1.0,4.2,3.6,15.1,4.0,14.4,0.0,0.0,0.0,,15,286,0,0,0.3,0.0,27,20.6,12.6,-0.1
2021-01-04,Zürich,17.86,22.06,,23.22,29.4,,-1.1,0.0,-2.7,-1.1,1.2,-4.2,83.7,4.7,944.2,1012.0,,,1009.2,1.8,8.1,6.5,29.2,7.9,28.4,0.0,0.0,0.0,,18,295,0,0,0.4,0.0,50,21.1,13.1,-0.1
2021-01-05,Zürich,18.13,22.92,,25.52,26.11,,-1.5,-1.0,-2.1,-1.4,-0.4,-2.0,80.9,4.4,944.7,1012.6,,,1009.7,1.7,6.1,6.1,22.0,6.0,21.6,0.0,0.6,0.0,,10,296,0,0,0.5,0.0,35,21.5,13.5,-0.1
2021-01-06,Zürich,15.18,18.25,,25.8,14.54,,-1.3,-0.6,-2.4,-1.1,0.5,-2.1,89.9,5.0,946.7,1014.7,,,1011.8,1.6,4.6,5.8,16.6,4.5,16.2,0.0,3.3,3.9,,24,300,0,0,0.3,0.0,218,21.3,13.3,3.9
2021-01-07,Zürich,15.8,21.02,,25.49,21.1,,-0.3,0.9,-0.9,-0.5,3.5,-1.9,87.6,5.2,948.6,1016.5,,,1013.8,0.8,3.3,2.9,11.9,3.3,11.9,0.0,0.0,0.0,,31,295,12,3,0.3,0.0,194,20.3,12.3,0.0
2021-01-08,Zürich,13.12,18.43,,29.43,25.64,,-1.6,0.5,-4.5,-2.3,2.0,-7.1,85.1,4.6,950.1,1018.5,,,1015.4,1.4,5.0,5.0,18.0,4.9,17.6,0.0,0.0,0.0,,33,264,0,0,0.3,0.0,180,21.6,13.6,0.0
2021-01-09,Zürich,15.85,20.1,,25.49,24.18,,-3.0,-0.4,-6.2,-3.6,1.8,-8.7,83.0,4.0,952.2,1021.1,,,1017.7,2.9,11.7,10.4,42.1,11.3,40.7,0.0,0.0,0.0,,61,251,277,59,0.3,0.0,47,23.0,15.0,-0.1
2021-01-10,Zürich,14.04,17.03,,28.22,7.91,,-2.6,-1.0,-3.4,-2.4,1.7,-3.6,72.7,3.7,953.6,1022.5,,,1019.1,2.7,12.4,9.7,44.6,11.6,41.8,0.0,0.0,0.0,,61,269,236,51,0.5,0.0,54,22.6,14.6,-0.2
2021-01-11,Zürich,19.3,25.51,,31.78,26.54,,-3.6,-2.0,-4.7,-3.7,2.0,-6.6,73.3,3.4,955.2,1024.5,,,1020.8,1.3,6.0,4.7,21.6,5.8,20.9,0.0,0.0,0.0,,66,256,270,58,0.2,0.0,90,23.6,15.6,-0.2
2021-01-12,Zürich,12.49,15.89,,33.33,12.89,,-0.4,1.7,-3.3,-0.9,0.6,-4.7,83.8,5.0,951.7,1019.9,,,1017.1,4.5,16.9,16.2,60.8,16.1,58.0,0.0,9.5,8.3,,12,300,0,0,0.5,0.0,234,20.4,12.4,8.3
2021-01-13,Zürich,5.53,7.53,,37.08,20.65,,1.9,4.1,0.0,1.1,3.3,-2.4,88.1,6.2,952.9,1020.6,,,1018.4,4.1,20.3,14.8,73.1,19.5,70.2,0.0,12.7,8.2,,38,300,1,0,0.5,0.0,241,18.1,10.1,8.2
2021-01-14,Zürich,5.22,6.64,,39.63,33.51,,0.5,4.2,-1.4,0.8,3.1,0.0,94.8,6.0,950.5,1018.4,,,1015.9,3.2,19.2,11.5,69.1,18.1,65.2,0.0,46.8,46.9,,6,318,0,0,0.5,0.0,263,19.5,11.5,46.9
2021-01-15,Zürich,12.88,15.31,,35.29,34.3,,-3.2,-1.0,-7.1,0.0,0.0,-0.2,91.7,4.5,954.1,1023.2,,,1019.6,1.5,4.9,5.4,17.6,4.7,16.9,0.0,5.2,10.8,,25,276,0,0,0.2,0.0,39,23.2,15.2,10.8
2021-01-16,Zürich,19.55,23.09,,32.66,39.91,,-5.0,-2.8,-8.2,-0.7,-0.2,-0.9,91.0,3.8,958.4,1028.3,,,1024.2,1.2,4.9,4.3,17.6,4.8,17.3,0.0,1.6,0.8,,34,271,0,0,0.2,0.0,225,25.0,17.0,0.8
2021-01-17,Zürich,7.93,9.58,,32.57,9.11,,0.2,1.1,-2.9,-0.3,0.0,-0.6,93.9,5.8,953.9,1022.1,,,1019.4,3.1,10.3,11.2,37.1,10.2,36.7,0.0,1.2,2.0,,16,309,0,0,0.2,0.0,250,19.8,11.8,2.0
2021-01-18,Zürich,7.19,10.01,,38.33,20.68,,0.5,1.9,-1.3,-0.1,3.1,-3.1,86.4,5.4,960.3,1028.8,,,1026.1,1.6,6.0,5.8,21.6,5.9,21.2,0.0,0.0,0.0,,34,286,0,0,0.4,0.0,240,19.5,11.5,0.0
2021-01-19,Zürich,7.91,10.72,,40.56,17.8,,0.4,4.7,-3.2,-0.2,6.2,-5.0,76.3,4.7,954.1,1022.2,,,1019.6,2.0,7.8,7.2,28.1,7.6,27.4,0.0,0.0,0.0,,67,269,181,38,0.5,0.0,199,19.6,11.6,-0.1
2021-01-20,Zürich,7.81,13.61,,43.47,35.96,,2.6,6.7,0.0,1.1,8.0,-2.6,72.2,5.3,944.4,1011.2,,,1009.4,1.1,7.9,4.0,28.4,7.5,27.0,0.0,0.0,0.0,,65,266,156,32,0.4,0.0,202,17.4,9.4,-0.1
2021-01-21,Zürich,9.26,15.21,,44.69,55.28,,5.7,9.7,1.4,4.2,12.5,0.2,62.5,5.7,938.4,1004.1,,,1003.1,1.4,10.9,5.0,39.2,10.7,38.5,0.0,0.1,0.0,,64,313,94,19,0.6,0.0,247,14.3,6.3,-0.1
2021-01-22,Zürich,6.25,10.22,,44.57,38.04,,5.7,8.9,0.9,5.0,11.7,0.6,75.1,6.8,931.4,996.6,,,995.7,2.7,21.6,9.7,77.8,20.3,73.1,0.0,5.8,4.1,,56,309,159,33,0.7,0.0,238,14.3,6.3,4.0
2021-01-23,Zürich,4.76,6.79,,38.78,7.71,,1.6,3.4,0.2,1.3,5.8,-0.2,85.6,5.8,933.6,999.9,,,998.0,2.8,14.5,10.1,52.2,14.2,51.1,0.0,0.9,2.5,,55,294,57,12,0.5,0.0,219,18.4,10.4,2.5
2021-01-24,Zürich,5.31,7.53,,38.47,4.51,,0.6,2.5,-1.1,-0.1,5.2,-3.3,66.0,4.2,936.5,1003.3,,,1001.0,3.2,14.9,11.5,53.6,14.4,51.8,0.0,1.7,0.2,,95,248,428,87,0.7,0.0,250,19.4,11.4,-0.1
2021-01-25,Zürich,4.8,6.67,,39.06,9.19,,-0.2,2.0,-1.3,0.1,7.0,-1.6,86.4,5.2,940.5,1007.8,,,1005.3,3.3,11.6,11.9,41.8,11.3,40.7,0.0,4.1,5.8,,55,295,89,18,0.5,0.0,237,20.2,12.2,5.8
2021-01-26,Zürich,6.75,10.02,,38.63,6.8,,-0.2,1.9,-2.0,-0.6,4.6,-4.3,65.9,3.9,954.8,1023.1,,,1020.3,3.3,11.6,11.9,41.8,11.1,40.0,0.0,0.0,0.0,,66,272,167,34,0.8,0.0,238,20.2,12.2,-0.2
2021-01-27,Zürich,7.38,10.69,,38.98,15.56,,-0.9,0.6,-2.4,-1.3,0.4,-5.0,87.4,5.0,951.7,1020.0,,,1017.0,1.9,8.1,6.8,29.2,7.9,28.4,0.0,6.7,4.3,,15,297,0,0,0.4,0.0,204,20.9,12.9,4.3
