"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2023-01-02T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.28,"bereinigt"
"2023-01-02T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.29,"bereinigt"
"2023-01-02T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",26.62,"bereinigt"
"2023-01-02T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",16.72,"bereinigt"
"2023-01-02T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",25.26,"bereinigt"
"2023-01-02T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",22.41,"bereinigt"
"2023-01-02T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",14.24,"bereinigt"
"2023-01-02T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",8.61,"bereinigt"
"2023-01-02T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",62.37,"bereinigt"
"2023-01-02T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2023-01-02T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",14045.7,"bereinigt"
"2023-01-02T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",36.83,"bereinigt"
"2023-01-02T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",27.24,"bereinigt"
"2023-01-02T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",28.66,"bereinigt"
"2023-01-02T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",21.83,"bereinigt"
"2023-01-02T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",12.48,"bereinigt"
"2023-01-02T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",8.15,"bereinigt"
"2023-01-02T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",55.84,"bereinigt"
"2023-01-02T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2023-01-02T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",15398.09,"bereinigt"
"2023-01-02T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",54.9,"bereinigt"
"2023-01-02T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",42.33,"bereinigt"
"2023-01-02T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",40.1,"bereinigt"
"2023-01-02T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",11.72,"bereinigt"
"2023-01-02T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",12.27,"bereinigt"
"2023-01-02T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",8.89,"bereinigt"
"2023-01-02T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",51.67,"bereinigt"
"2023-01-02T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2023-01-02T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",2.96,"bereinigt"
"2023-01-02T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.66,"bereinigt"
"2023-01-02T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",4.66,"bereinigt"
"2023-01-02T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",57.65,"bereinigt"
"2023-01-02T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",66.39,"bereinigt"
"2023-01-02T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2023-01-03T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.06,"bereinigt"
"2023-01-03T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.22,"bereinigt"
"2023-01-03T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",18.24,"bereinigt"
"2023-01-03T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",5.5,"bereinigt"
"2023-01-03T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",26.43,"bereinigt"
"2023-01-03T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",39.88,"bereinigt"
"2023-01-03T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",6.81,"bereinigt"
"2023-01-03T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",5.54,"bereinigt"
"2023-01-03T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",70.39,"bereinigt"
"2023-01-03T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2023-01-03T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",12961.28,"bereinigt"
"2023-01-03T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",32.74,"bereinigt"
"2023-01-03T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",15.67,"bereinigt"
"2023-01-03T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",38.59,"bereinigt"
"2023-01-03T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",34.87,"bereinigt"
"2023-01-03T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",6.29,"bereinigt"
"2023-01-03T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",4.97,"bereinigt"
"2023-01-03T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",59.59,"bereinigt"
"2023-01-03T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2023-01-03T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",15752.2,"bereinigt"
"2023-01-03T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",33.54,"bereinigt"
"2023-01-03T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",15.98,"bereinigt"
"2023-01-03T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",39.64,"bereinigt"
"2023-01-03T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",30.04,"bereinigt"
"2023-01-03T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",6.76,"bereinigt"
"2023-01-03T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",5.67,"bereinigt"
"2023-01-03T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",60.26,"bereinigt"
"2023-01-03T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2023-01-03T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",7.77,"bereinigt"
"2023-01-03T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.87,"bereinigt"
"2023-01-03T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",13.53,"bereinigt"
"2023-01-03T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",51.31,"bereinigt"
"2023-01-03T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",73.8,"bereinigt"
"2023-01-03T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2023-01-04T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.99,"bereinigt"
"2023-01-04T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.2,"bereinigt"
"2023-01-04T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",10.04,"bereinigt"
"2023-01-04T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",3.25,"bereinigt"
"2023-01-04T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",14.22,"bereinigt"
"2023-01-04T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",37.31,"bereinigt"
"2023-01-04T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",9.96,"bereinigt"
"2023-01-04T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",7.72,"bereinigt"
"2023-01-04T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",63.88,"bereinigt"
"2023-01-04T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2023-01-04T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",9634.61,"bereinigt"
"2023-01-04T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",15.56,"bereinigt"
"2023-01-04T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",7.61,"bereinigt"
"2023-01-04T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",18.08,"bereinigt"
"2023-01-04T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",36.74,"bereinigt"
"2023-01-04T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",8.68,"bereinigt"
"2023-01-04T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",7.68,"bereinigt"
"2023-01-04T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",65.37,"bereinigt"
"2023-01-04T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2023-01-04T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",7008.36,"bereinigt"
"2023-01-04T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",29.32,"bereinigt"
"2023-01-04T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",18.81,"bereinigt"
"2023-01-04T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",27.23,"bereinigt"
"2023-01-04T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",27.4,"bereinigt"
"2023-01-04T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",9.29,"bereinigt"
"2023-01-04T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",8.11,"bereinigt"
"2023-01-04T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",56.63,"bereinigt"
"2023-01-04T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2023-01-04T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",4.97,"bereinigt"
"2023-01-04T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.79,"bereinigt"
"2023-01-04T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",8.29,"bereinigt"
"2023-01-04T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",45.89,"bereinigt"
"2023-01-04T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",69.18,"bereinigt"
"2023-01-04T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2023-01-05T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.98,"bereinigt"
"2023-01-05T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.2,"bereinigt"
"2023-01-05T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",8.69,"bereinigt"
"2023-01-05T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",2.94,"bereinigt"
"2023-01-05T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",12.12,"bereinigt"
"2023-01-05T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",46.55,"bereinigt"
"2023-01-05T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",4.47,"bereinigt"
"2023-01-05T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",3.11,"bereinigt"
"2023-01-05T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",65.52,"bereinigt"
"2023-01-05T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2023-01-05T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",8817.29,"bereinigt"
"2023-01-05T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",13.73,"bereinigt"
"2023-01-05T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",6.85,"bereinigt"
"2023-01-05T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",15.75,"bereinigt"
"2023-01-05T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",45.77,"bereinigt"
"2023-01-05T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",4.89,"bereinigt"
"2023-01-05T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",3.67,"bereinigt"
"2023-01-05T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",67.26,"bereinigt"
"2023-01-05T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2023-01-05T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",7518.02,"bereinigt"
"2023-01-05T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",25.08,"bereinigt"
"2023-01-05T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",14.81,"bereinigt"
"2023-01-05T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",25.26,"bereinigt"
"2023-01-05T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",37.33,"bereinigt"
"2023-01-05T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",4.57,"bereinigt"
"2023-01-05T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",3.31,"bereinigt"
"2023-01-05T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",61.27,"bereinigt"
"2023-01-05T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2023-01-05T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",4,"bereinigt"
"2023-01-05T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.7,"bereinigt"
"2023-01-05T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",6.57,"bereinigt"
"2023-01-05T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",54.25,"bereinigt"
"2023-01-05T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",69.07,"bereinigt"
"2023-01-05T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2023-01-06T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.01,"bereinigt"
"2023-01-06T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.27,"bereinigt"
"2023-01-06T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",20.59,"bereinigt"
"2023-01-06T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",10.57,"bereinigt"
"2023-01-06T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",23.16,"bereinigt"
"2023-01-06T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",16.64,"bereinigt"
"2023-01-06T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",8.86,"bereinigt"
"2023-01-06T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",7.05,"bereinigt"
"2023-01-06T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",36.46,"bereinigt"
"2023-01-06T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2023-01-06T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",15300.98,"bereinigt"
"2023-01-06T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",27.91,"bereinigt"
"2023-01-06T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",16.91,"bereinigt"
"2023-01-06T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",27.43,"bereinigt"
"2023-01-06T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",14.84,"bereinigt"
"2023-01-06T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",9.19,"bereinigt"
"2023-01-06T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",7.64,"bereinigt"
"2023-01-06T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",36.6,"bereinigt"
"2023-01-06T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2023-01-06T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",11927.37,"bereinigt"
"2023-01-06T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",36.83,"bereinigt"
"2023-01-06T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",25.22,"bereinigt"
"2023-01-06T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",31.77,"bereinigt"
"2023-01-06T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",11.71,"bereinigt"
"2023-01-06T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",8.37,"bereinigt"
"2023-01-06T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",7.22,"bereinigt"
"2023-01-06T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",25.59,"bereinigt"
"2023-01-06T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2023-01-06T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",7.48,"bereinigt"
"2023-01-06T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.45,"bereinigt"
"2023-01-06T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",12.07,"bereinigt"
"2023-01-06T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",28.94,"bereinigt"
"2023-01-06T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",42.22,"bereinigt"
"2023-01-06T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2023-01-07T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.03,"bereinigt"
"2023-01-07T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.23,"bereinigt"
"2023-01-07T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",11.68,"bereinigt"
"2023-01-07T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",3.16,"bereinigt"
"2023-01-07T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",17.48,"bereinigt"
"2023-01-07T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",26.38,"bereinigt"
"2023-01-07T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",10.77,"bereinigt"
"2023-01-07T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",8.82,"bereinigt"
"2023-01-07T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",41,"bereinigt"
"2023-01-07T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2023-01-07T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",13727.61,"bereinigt"
"2023-01-07T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",15.64,"bereinigt"
"2023-01-07T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",6.18,"bereinigt"
"2023-01-07T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",20.44,"bereinigt"
"2023-01-07T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",25.51,"bereinigt"
"2023-01-07T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",9.78,"bereinigt"
"2023-01-07T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",8.75,"bereinigt"
"2023-01-07T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",41.2,"bereinigt"
"2023-01-07T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2023-01-07T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",9033.92,"bereinigt"
"2023-01-07T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",31.95,"bereinigt"
"2023-01-07T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",21.22,"bereinigt"
"2023-01-07T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",28.56,"bereinigt"
"2023-01-07T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",21.09,"bereinigt"
"2023-01-07T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",10.23,"bereinigt"
"2023-01-07T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",9.14,"bereinigt"
"2023-01-07T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",38.51,"bereinigt"
"2023-01-07T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2023-01-07T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",6.07,"bereinigt"
"2023-01-07T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.79,"bereinigt"
"2023-01-07T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",10.4,"bereinigt"
"2023-01-07T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",35.3,"bereinigt"
"2023-01-07T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",54.83,"bereinigt"
"2023-01-07T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2023-01-08T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",1.08,"bereinigt"
"2023-01-08T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.26,"bereinigt"
"2023-01-08T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",17.72,"bereinigt"
"2023-01-08T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",5.36,"bereinigt"
"2023-01-08T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",25.67,"bereinigt"
"2023-01-08T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",21.11,"bereinigt"
"2023-01-08T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",8.96,"bereinigt"
"2023-01-08T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",7.45,"bereinigt"
"2023-01-08T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",43.57,"bereinigt"
"2023-01-08T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2023-01-08T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",10702.2,"bereinigt"
"2023-01-08T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",26.3,"bereinigt"
"2023-01-08T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",11.61,"bereinigt"
"2023-01-08T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",32.49,"bereinigt"
"2023-01-08T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",17.68,"bereinigt"
