"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2024-02-13T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",56.69,"bereinigt"
"2024-02-13T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-02-13T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",15536.46,"bereinigt"
"2024-02-13T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",55.27,"bereinigt"
"2024-02-13T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",36.78,"bereinigt"
"2024-02-13T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",49.31,"bereinigt"
"2024-02-13T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",21.15,"bereinigt"
"2024-02-13T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",17.28,"bereinigt"
"2024-02-13T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",9.82,"bereinigt"
"2024-02-13T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",49.24,"bereinigt"
"2024-02-13T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-02-13T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",6.34,"bereinigt"
"2024-02-13T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.35,"bereinigt"
"2024-02-13T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",10.05,"bereinigt"
"2024-02-13T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",60.71,"bereinigt"
"2024-02-13T00:00+0100","Zch_Heubeeribüel","PM10","d1","µg/m3",5.47,"bereinigt"
"2024-02-13T00:00+0100","Zch_Heubeeribüel","PM2.5","d1","µg/m3",3.34,"bereinigt"
"2024-02-13T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",76.23,"bereinigt"
"2024-02-13T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-02-14T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.81,"bereinigt"
"2024-02-14T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.34,"bereinigt"
"2024-02-14T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",30.98,"bereinigt"
"2024-02-14T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",13.12,"bereinigt"
"2024-02-14T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",39.13,"bereinigt"
"2024-02-14T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",24.92,"bereinigt"
"2024-02-14T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",10.88,"bereinigt"
"2024-02-14T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",5.59,"bereinigt"
"2024-02-14T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",51.33,"bereinigt"
"2024-02-14T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-02-14T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",27187.03,"bereinigt"
"2024-02-14T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",27.85,"bereinigt"
"2024-02-14T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",10.62,"bereinigt"
"2024-02-14T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",36.97,"bereinigt"
"2024-02-14T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",30.08,"bereinigt"
"2024-02-14T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",9.35,"bereinigt"
"2024-02-14T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",4.74,"bereinigt"
"2024-02-14T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",45.57,"bereinigt"
"2024-02-14T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-02-14T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",13453.49,"bereinigt"
"2024-02-14T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",47.19,"bereinigt"
"2024-02-14T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",29.47,"bereinigt"
"2024-02-14T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",45.05,"bereinigt"
"2024-02-14T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",20.75,"bereinigt"
"2024-02-14T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",15.95,"bereinigt"
"2024-02-14T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",6.98,"bereinigt"
"2024-02-14T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",35.31,"bereinigt"
"2024-02-14T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-02-14T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",8.09,"bereinigt"
"2024-02-14T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.53,"bereinigt"
"2024-02-14T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",13.12,"bereinigt"
"2024-02-14T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",53.73,"bereinigt"
"2024-02-14T00:00+0100","Zch_Heubeeribüel","PM10","d1","µg/m3",6.43,"bereinigt"
"2024-02-14T00:00+0100","Zch_Heubeeribüel","PM2.5","d1","µg/m3",3.36,"bereinigt"
"2024-02-14T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",61.15,"bereinigt"
"2024-02-14T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-02-15T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.97,"bereinigt"
"2024-02-15T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.4,"bereinigt"
"2024-02-15T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",47.41,"bereinigt"
"2024-02-15T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",27.5,"bereinigt"
"2024-02-15T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",48.49,"bereinigt"
"2024-02-15T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",9.04,"bereinigt"
"2024-02-15T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",13.98,"bereinigt"
"2024-02-15T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",7.32,"bereinigt"
"2024-02-15T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",41.1,"bereinigt"
"2024-02-15T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-02-15T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",21141.42,"bereinigt"
"2024-02-15T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",57.33,"bereinigt"
"2024-02-15T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",38.59,"bereinigt"
"2024-02-15T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",50.47,"bereinigt"
"2024-02-15T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",10.56,"bereinigt"
"2024-02-15T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",16.11,"bereinigt"
"2024-02-15T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",8.22,"bereinigt"
"2024-02-15T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",35.02,"bereinigt"
"2024-02-15T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-02-15T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",19905.58,"bereinigt"
"2024-02-15T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",58.96,"bereinigt"
"2024-02-15T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",41.42,"bereinigt"
"2024-02-15T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",49.24,"bereinigt"
"2024-02-15T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",9.53,"bereinigt"
"2024-02-15T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",18.38,"bereinigt"
"2024-02-15T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",9.13,"bereinigt"
"2024-02-15T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",36.92,"bereinigt"
"2024-02-15T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-02-15T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",15.34,"bereinigt"
"2024-02-15T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",4.15,"bereinigt"
"2024-02-15T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",22.96,"bereinigt"
"2024-02-15T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",36.93,"bereinigt"
"2024-02-15T00:00+0100","Zch_Heubeeribüel","PM10","d1","µg/m3",9.89,"bereinigt"
"2024-02-15T00:00+0100","Zch_Heubeeribüel","PM2.5","d1","µg/m3",5.44,"bereinigt"
"2024-02-15T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",59.52,"bereinigt"
"2024-02-15T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-02-16T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.77,"bereinigt"
"2024-02-16T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.33,"bereinigt"
"2024-02-16T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",32.72,"bereinigt"
"2024-02-16T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",17.2,"bereinigt"
"2024-02-16T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",36.21,"bereinigt"
"2024-02-16T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",20.06,"bereinigt"
"2024-02-16T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",16.79,"bereinigt"
"2024-02-16T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",9.12,"bereinigt"
"2024-02-16T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",53.45,"bereinigt"
"2024-02-16T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-02-16T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",15169.05,"bereinigt"
"2024-02-16T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",50.36,"bereinigt"
"2024-02-16T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",33.63,"bereinigt"
"2024-02-16T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",44.74,"bereinigt"
"2024-02-16T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",16.98,"bereinigt"
"2024-02-16T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",18.61,"bereinigt"
"2024-02-16T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",10.16,"bereinigt"
"2024-02-16T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",39.81,"bereinigt"
"2024-02-16T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-02-16T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",18964.76,"bereinigt"
"2024-02-16T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",57.95,"bereinigt"
"2024-02-16T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",41.59,"bereinigt"
"2024-02-16T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",47.06,"bereinigt"
"2024-02-16T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",12.47,"bereinigt"
"2024-02-16T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",21.65,"bereinigt"
"2024-02-16T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",11.33,"bereinigt"
"2024-02-16T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",35.06,"bereinigt"
"2024-02-16T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-02-16T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",9.34,"bereinigt"
"2024-02-16T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.73,"bereinigt"
"2024-02-16T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",15.21,"bereinigt"
"2024-02-16T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",45.94,"bereinigt"
"2024-02-16T00:00+0100","Zch_Heubeeribüel","PM10","d1","µg/m3",11.25,"bereinigt"
"2024-02-16T00:00+0100","Zch_Heubeeribüel","PM2.5","d1","µg/m3",6.27,"bereinigt"
"2024-02-16T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",60.83,"bereinigt"
"2024-02-16T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-02-17T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.7,"bereinigt"
"2024-02-17T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.26,"bereinigt"
"2024-02-17T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",15.49,"bereinigt"
"2024-02-17T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",4.78,"bereinigt"
"2024-02-17T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",22.3,"bereinigt"
"2024-02-17T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",32.02,"bereinigt"
"2024-02-17T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",11.29,"bereinigt"
"2024-02-17T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",8.37,"bereinigt"
"2024-02-17T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",55.47,"bereinigt"
"2024-02-17T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-02-17T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",10170.04,"bereinigt"
"2024-02-17T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",28.95,"bereinigt"
"2024-02-17T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",15.01,"bereinigt"
"2024-02-17T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",32.35,"bereinigt"
"2024-02-17T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",26.53,"bereinigt"
"2024-02-17T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",12.46,"bereinigt"
"2024-02-17T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",9.39,"bereinigt"
"2024-02-17T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",56.02,"bereinigt"
"2024-02-17T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-02-17T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",14796.79,"bereinigt"
"2024-02-17T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",25.48,"bereinigt"
"2024-02-17T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",12.28,"bereinigt"
"2024-02-17T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",29.9,"bereinigt"
"2024-02-17T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",26.36,"bereinigt"
"2024-02-17T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",11.29,"bereinigt"
"2024-02-17T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",9.27,"bereinigt"
"2024-02-17T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",52.41,"bereinigt"
"2024-02-17T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-02-17T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",5.29,"bereinigt"
"2024-02-17T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.01,"bereinigt"
"2024-02-17T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",8.56,"bereinigt"
"2024-02-17T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",50.86,"bereinigt"
"2024-02-17T00:00+0100","Zch_Heubeeribüel","PM10","d1","µg/m3",7.83,"bereinigt"
"2024-02-17T00:00+0100","Zch_Heubeeribüel","PM2.5","d1","µg/m3",6.23,"bereinigt"
"2024-02-17T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",68.46,"bereinigt"
"2024-02-17T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-02-18T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.84,"bereinigt"
"2024-02-18T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.26,"bereinigt"
"2024-02-18T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",10.25,"bereinigt"
"2024-02-18T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",2.94,"bereinigt"
"2024-02-18T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",15.08,"bereinigt"
"2024-02-18T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",29.16,"bereinigt"
"2024-02-18T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",17.04,"bereinigt"
"2024-02-18T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",14.3,"bereinigt"
"2024-02-18T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",49.9,"bereinigt"
"2024-02-18T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-02-18T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",11777.01,"bereinigt"
"2024-02-18T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",22.73,"bereinigt"
"2024-02-18T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",13.17,"bereinigt"
"2024-02-18T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",23.28,"bereinigt"
"2024-02-18T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",28.24,"bereinigt"
"2024-02-18T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",16.31,"bereinigt"
"2024-02-18T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",14.76,"bereinigt"
"2024-02-18T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",56.2,"bereinigt"
"2024-02-18T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-02-18T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",12847.36,"bereinigt"
"2024-02-18T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",20.16,"bereinigt"
"2024-02-18T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",10.2,"bereinigt"
"2024-02-18T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",22.9,"bereinigt"
"2024-02-18T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",23.36,"bereinigt"
"2024-02-18T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",16.85,"bereinigt"
"2024-02-18T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",15.63,"bereinigt"
"2024-02-18T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",43.45,"bereinigt"
"2024-02-18T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-02-18T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",5.44,"bereinigt"
"2024-02-18T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.32,"bereinigt"
"2024-02-18T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",8.37,"bereinigt"
"2024-02-18T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",38.48,"bereinigt"
"2024-02-18T00:00+0100","Zch_Heubeeribüel","PM10","d1","µg/m3",14.03,"bereinigt"
"2024-02-18T00:00+0100","Zch_Heubeeribüel","PM2.5","d1","µg/m3",12.17,"bereinigt"
"2024-02-18T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",57.01,"bereinigt"
"2024-02-18T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-02-19T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.84,"bereinigt"
"2024-02-19T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.22,"bereinigt"
"2024-02-19T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",8.49,"bereinigt"
"2024-02-19T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",2.41,"bereinigt"
"2024-02-19T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",12.56,"bereinigt"
"2024-02-19T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",53.37,"bereinigt"
"2024-02-19T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",6.2,"bereinigt"
"2024-02-19T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",3.58,"bereinigt"
"2024-02-19T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",72.58,"bereinigt"
"2024-02-19T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-02-19T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",9603.46,"bereinigt"
"2024-02-19T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",16.61,"bereinigt"
"2024-02-19T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",8.68,"bereinigt"
"2024-02-19T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",18.45,"bereinigt"
"2024-02-19T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",53.03,"bereinigt"
"2024-02-19T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",6.2,"bereinigt"
"2024-02-19T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",3.21,"bereinigt"
"2024-02-19T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",75.13,"bereinigt"
"2024-02-19T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-02-19T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",8948.07,"bereinigt"
"2024-02-19T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",32.26,"bereinigt"
"2024-02-19T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",18.87,"bereinigt"
"2024-02-19T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",32.75,"bereinigt"
"2024-02-19T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",34.68,"bereinigt"
"2024-02-19T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",8.72,"bereinigt"
"2024-02-19T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",4.38,"bereinigt"
"2024-02-19T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",64.82,"bereinigt"
"2024-02-19T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-02-19T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",4.87,"bereinigt"
"2024-02-19T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.15,"bereinigt"
"2024-02-19T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",7.55,"bereinigt"
"2024-02-19T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",59.91,"bereinigt"
"2024-02-19T00:00+0100","Zch_Heubeeribüel","PM10","d1","µg/m3",4.11,"bereinigt"
"2024-02-19T00:00+0100","Zch_Heubeeribüel","PM2.5","d1","µg/m3",2.42,"bereinigt"
"2024-02-19T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",76.13,"bereinigt"
"2024-02-19T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-02-20T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.87,"bereinigt"
"2024-02-20T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.23,"bereinigt"
"2024-02-20T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",13.9,"bereinigt"
"2024-02-20T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",4.74,"bereinigt"
"2024-02-20T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",19.31,"bereinigt"
"2024-02-20T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",50.71,"bereinigt"
"2024-02-20T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",7.07,"bereinigt"
"2024-02-20T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",4.17,"bereinigt"
"2024-02-20T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",68.71,"bereinigt"
"2024-02-20T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-02-20T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",17449.58,"bereinigt"
"2024-02-20T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",24.53,"bereinigt"
"2024-02-20T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",12.19,"bereinigt"
"2024-02-20T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",28.22,"bereinigt"
"2024-02-20T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",45.07,"bereinigt"
"2024-02-20T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",7.07,"bereinigt"
"2024-02-20T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",3.99,"bereinigt"
"2024-02-20T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",71.05,"bereinigt"
"2024-02-20T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
