"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2024-08-16T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",12.71,"bereinigt"
"2024-08-16T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",6.69,"bereinigt"
"2024-08-16T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",117.85,"bereinigt"
"2024-08-16T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-08-16T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"bereinigt"
"2024-08-16T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",17.26,"bereinigt"
"2024-08-16T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",7.09,"bereinigt"
"2024-08-16T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",22.14,"bereinigt"
"2024-08-16T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",82.18,"bereinigt"
"2024-08-16T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",12.72,"bereinigt"
"2024-08-16T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",7.3,"bereinigt"
"2024-08-16T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",119.55,"bereinigt"
"2024-08-16T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-08-16T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",12205.64,"bereinigt"
"2024-08-16T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",22.78,"bereinigt"
"2024-08-16T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",9.36,"bereinigt"
"2024-08-16T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",29.21,"bereinigt"
"2024-08-16T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",73.96,"bereinigt"
"2024-08-16T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",12.53,"bereinigt"
"2024-08-16T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",6.65,"bereinigt"
"2024-08-16T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",109.22,"bereinigt"
"2024-08-16T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-08-16T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",3.89,"bereinigt"
"2024-08-16T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.82,"bereinigt"
"2024-08-16T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",6.17,"bereinigt"
"2024-08-16T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",97.1,"bereinigt"
"2024-08-16T00:00+0100","Zch_Heubeeribüel","PM10","d1","µg/m3",10.89,"bereinigt"
"2024-08-16T00:00+0100","Zch_Heubeeribüel","PM2.5","d1","µg/m3",6.08,"bereinigt"
"2024-08-16T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",127.01,"bereinigt"
"2024-08-16T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",7,"bereinigt"
"2024-08-17T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.69,"bereinigt"
"2024-08-17T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.24,"bereinigt"
"2024-08-17T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",9.05,"bereinigt"
"2024-08-17T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",2.96,"bereinigt"
"2024-08-17T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",12.76,"bereinigt"
"2024-08-17T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",54.85,"bereinigt"
"2024-08-17T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",8.71,"bereinigt"
"2024-08-17T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",5.93,"bereinigt"
"2024-08-17T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",71.58,"bereinigt"
"2024-08-17T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-08-17T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"bereinigt"
"2024-08-17T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",10.83,"bereinigt"
"2024-08-17T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",3.38,"bereinigt"
"2024-08-17T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",15.52,"bereinigt"
"2024-08-17T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",58.73,"bereinigt"
"2024-08-17T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",9.01,"bereinigt"
"2024-08-17T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",6.02,"bereinigt"
"2024-08-17T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",78.22,"bereinigt"
"2024-08-17T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-08-17T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",9499.29,"bereinigt"
"2024-08-17T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",20.79,"bereinigt"
"2024-08-17T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",10.13,"bereinigt"
"2024-08-17T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",24.22,"bereinigt"
"2024-08-17T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",49.42,"bereinigt"
"2024-08-17T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",9.54,"bereinigt"
"2024-08-17T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",5.94,"bereinigt"
"2024-08-17T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",69.38,"bereinigt"
"2024-08-17T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-08-17T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",3.39,"bereinigt"
"2024-08-17T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.66,"bereinigt"
"2024-08-17T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",5.48,"bereinigt"
"2024-08-17T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",65.58,"bereinigt"
"2024-08-17T00:00+0100","Zch_Heubeeribüel","PM10","d1","µg/m3",8.26,"bereinigt"
"2024-08-17T00:00+0100","Zch_Heubeeribüel","PM2.5","d1","µg/m3",5.46,"bereinigt"
"2024-08-17T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",79.19,"bereinigt"
"2024-08-17T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-08-18T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.74,"bereinigt"
"2024-08-18T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.19,"bereinigt"
"2024-08-18T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",4.88,"bereinigt"
"2024-08-18T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",1.3,"bereinigt"
"2024-08-18T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",7.34,"bereinigt"
"2024-08-18T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",50.04,"bereinigt"
"2024-08-18T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",5.74,"bereinigt"
"2024-08-18T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",3.73,"bereinigt"
"2024-08-18T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",61.22,"bereinigt"
"2024-08-18T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-08-18T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"bereinigt"
"2024-08-18T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",11.19,"bereinigt"
"2024-08-18T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",5.15,"bereinigt"
"2024-08-18T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",13.51,"bereinigt"
"2024-08-18T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",49.26,"bereinigt"
"2024-08-18T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",6.17,"bereinigt"
"2024-08-18T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",3.82,"bereinigt"
"2024-08-18T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",61.81,"bereinigt"
"2024-08-18T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-08-18T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",7174.24,"bereinigt"
"2024-08-18T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",15.46,"bereinigt"
"2024-08-18T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",7.52,"bereinigt"
"2024-08-18T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",18.03,"bereinigt"
"2024-08-18T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",41.32,"bereinigt"
"2024-08-18T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",6.35,"bereinigt"
"2024-08-18T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",3.37,"bereinigt"
"2024-08-18T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",58.59,"bereinigt"
"2024-08-18T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-08-18T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",3.12,"bereinigt"
"2024-08-18T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.65,"bereinigt"
"2024-08-18T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",4.96,"bereinigt"
"2024-08-18T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",55.61,"bereinigt"
"2024-08-18T00:00+0100","Zch_Heubeeribüel","PM10","d1","µg/m3",5.23,"bereinigt"
"2024-08-18T00:00+0100","Zch_Heubeeribüel","PM2.5","d1","µg/m3",3.23,"bereinigt"
"2024-08-18T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",65.63,"bereinigt"
"2024-08-18T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-08-19T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.81,"bereinigt"
"2024-08-19T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.22,"bereinigt"
"2024-08-19T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",9.05,"bereinigt"
"2024-08-19T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",4.23,"bereinigt"
"2024-08-19T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",10.82,"bereinigt"
"2024-08-19T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",62.46,"bereinigt"
"2024-08-19T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",7.66,"bereinigt"
"2024-08-19T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",5.15,"bereinigt"
"2024-08-19T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",84.7,"bereinigt"
"2024-08-19T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-08-19T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"bereinigt"
"2024-08-19T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",15.12,"bereinigt"
"2024-08-19T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",8.38,"bereinigt"
"2024-08-19T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",16.07,"bereinigt"
"2024-08-19T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",64.45,"bereinigt"
"2024-08-19T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",8.04,"bereinigt"
"2024-08-19T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",5.34,"bereinigt"
"2024-08-19T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",93.95,"bereinigt"
"2024-08-19T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-08-19T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",10052.98,"bereinigt"
"2024-08-19T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",18.23,"bereinigt"
"2024-08-19T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",9.88,"bereinigt"
"2024-08-19T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",19.72,"bereinigt"
"2024-08-19T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",57.63,"bereinigt"
"2024-08-19T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",8.39,"bereinigt"
"2024-08-19T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",5.15,"bereinigt"
"2024-08-19T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",84.82,"bereinigt"
"2024-08-19T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-08-19T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",2.6,"bereinigt"
"2024-08-19T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",0.74,"bereinigt"
"2024-08-19T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",3.84,"bereinigt"
"2024-08-19T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",73,"bereinigt"
"2024-08-19T00:00+0100","Zch_Heubeeribüel","PM10","d1","µg/m3",6.86,"bereinigt"
"2024-08-19T00:00+0100","Zch_Heubeeribüel","PM2.5","d1","µg/m3",4.67,"bereinigt"
"2024-08-19T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",96.92,"bereinigt"
"2024-08-19T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-08-20T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.75,"bereinigt"
"2024-08-20T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.24,"bereinigt"
"2024-08-20T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",9.48,"bereinigt"
"2024-08-20T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",4.19,"bereinigt"
"2024-08-20T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",11.71,"bereinigt"
"2024-08-20T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",52.98,"bereinigt"
"2024-08-20T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",9.36,"bereinigt"
"2024-08-20T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",6.26,"bereinigt"
"2024-08-20T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",85.46,"bereinigt"
"2024-08-20T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-08-20T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"bereinigt"
"2024-08-20T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",22.37,"bereinigt"
"2024-08-20T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",14.01,"bereinigt"
"2024-08-20T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",21.29,"bereinigt"
"2024-08-20T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",52.56,"bereinigt"
"2024-08-20T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",9.53,"bereinigt"
"2024-08-20T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",6.45,"bereinigt"
"2024-08-20T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",85.57,"bereinigt"
"2024-08-20T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-08-20T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",12131.61,"bereinigt"
"2024-08-20T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",19.97,"bereinigt"
"2024-08-20T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",10.65,"bereinigt"
"2024-08-20T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",21.86,"bereinigt"
"2024-08-20T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",47.12,"bereinigt"
"2024-08-20T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",10.49,"bereinigt"
"2024-08-20T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",6.08,"bereinigt"
"2024-08-20T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",77.02,"bereinigt"
"2024-08-20T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-08-20T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",4.39,"bereinigt"
"2024-08-20T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.19,"bereinigt"
"2024-08-20T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",6.57,"bereinigt"
"2024-08-20T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",61.22,"bereinigt"
"2024-08-20T00:00+0100","Zch_Heubeeribüel","PM10","d1","µg/m3",8.37,"bereinigt"
"2024-08-20T00:00+0100","Zch_Heubeeribüel","PM2.5","d1","µg/m3",5.85,"bereinigt"
"2024-08-20T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",93.13,"bereinigt"
"2024-08-20T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-08-21T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.7,"bereinigt"
"2024-08-21T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.23,"bereinigt"
"2024-08-21T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",7.27,"bereinigt"
"2024-08-21T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",1.91,"bereinigt"
"2024-08-21T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",10.97,"bereinigt"
"2024-08-21T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",68.91,"bereinigt"
"2024-08-21T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",10.96,"bereinigt"
"2024-08-21T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",6.62,"bereinigt"
"2024-08-21T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",83.71,"bereinigt"
"2024-08-21T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-08-21T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"bereinigt"
"2024-08-21T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",19.21,"bereinigt"
"2024-08-21T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",9.83,"bereinigt"
"2024-08-21T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",21.66,"bereinigt"
"2024-08-21T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",66.4,"bereinigt"
"2024-08-21T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",10.16,"bereinigt"
"2024-08-21T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",6.71,"bereinigt"
"2024-08-21T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",85,"bereinigt"
"2024-08-21T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-08-21T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",12152.15,"bereinigt"
"2024-08-21T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",21.04,"bereinigt"
"2024-08-21T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",9.26,"bereinigt"
"2024-08-21T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",26.03,"bereinigt"
"2024-08-21T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",55.38,"bereinigt"
"2024-08-21T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",11,"bereinigt"
"2024-08-21T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",6.33,"bereinigt"
"2024-08-21T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",72.48,"bereinigt"
"2024-08-21T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-08-21T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",4.01,"bereinigt"
"2024-08-21T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.1,"bereinigt"
"2024-08-21T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",5.97,"bereinigt"
"2024-08-21T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",79.49,"bereinigt"
"2024-08-21T00:00+0100","Zch_Heubeeribüel","PM10","d1","µg/m3",9.42,"bereinigt"
"2024-08-21T00:00+0100","Zch_Heubeeribüel","PM2.5","d1","µg/m3",5.98,"bereinigt"
"2024-08-21T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",90.37,"bereinigt"
"2024-08-21T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-08-22T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.9,"bereinigt"
"2024-08-22T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.31,"bereinigt"
"2024-08-22T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",14.93,"bereinigt"
"2024-08-22T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",5.63,"bereinigt"
"2024-08-22T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",19.93,"bereinigt"
"2024-08-22T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",59.98,"bereinigt"
"2024-08-22T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",12.66,"bereinigt"
"2024-08-22T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",7.58,"bereinigt"
"2024-08-22T00:00+0100","Zch_Stampfenbachstrasse","O3_max_h1","d1","µg/m3",99.69,"bereinigt"
"2024-08-22T00:00+0100","Zch_Stampfenbachstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-08-22T00:00+0100","Zch_Stampfenbachstrasse","PN","d1","1/cm3",NA,"bereinigt"
"2024-08-22T00:00+0100","Zch_Schimmelstrasse","NOx","d1","ppb",23.38,"bereinigt"
"2024-08-22T00:00+0100","Zch_Schimmelstrasse","NO","d1","µg/m3",11.93,"bereinigt"
"2024-08-22T00:00+0100","Zch_Schimmelstrasse","NO2","d1","µg/m3",26.41,"bereinigt"
"2024-08-22T00:00+0100","Zch_Schimmelstrasse","O3","d1","µg/m3",61.61,"bereinigt"
"2024-08-22T00:00+0100","Zch_Schimmelstrasse","PM10","d1","µg/m3",12.28,"bereinigt"
"2024-08-22T00:00+0100","Zch_Schimmelstrasse","PM2.5","d1","µg/m3",7.57,"bereinigt"
"2024-08-22T00:00+0100","Zch_Schimmelstrasse","O3_max_h1","d1","µg/m3",101.11,"bereinigt"
"2024-08-22T00:00+0100","Zch_Schimmelstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-08-22T00:00+0100","Zch_Schimmelstrasse","PN","d1","1/cm3",13205.44,"bereinigt"
"2024-08-22T00:00+0100","Zch_Rosengartenstrasse","NOx","d1","ppb",28.04,"bereinigt"
"2024-08-22T00:00+0100","Zch_Rosengartenstrasse","NO","d1","µg/m3",14.16,"bereinigt"
"2024-08-22T00:00+0100","Zch_Rosengartenstrasse","NO2","d1","µg/m3",31.91,"bereinigt"
"2024-08-22T00:00+0100","Zch_Rosengartenstrasse","O3","d1","µg/m3",51.67,"bereinigt"
"2024-08-22T00:00+0100","Zch_Rosengartenstrasse","PM10","d1","µg/m3",12.88,"bereinigt"
"2024-08-22T00:00+0100","Zch_Rosengartenstrasse","PM2.5","d1","µg/m3",7.5,"bereinigt"
"2024-08-22T00:00+0100","Zch_Rosengartenstrasse","O3_max_h1","d1","µg/m3",87.5,"bereinigt"
"2024-08-22T00:00+0100","Zch_Rosengartenstrasse","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-08-22T00:00+0100","Zch_Heubeeribüel","NOx","d1","ppb",5.51,"bereinigt"
"2024-08-22T00:00+0100","Zch_Heubeeribüel","NO","d1","µg/m3",1.56,"bereinigt"
"2024-08-22T00:00+0100","Zch_Heubeeribüel","NO2","d1","µg/m3",8.15,"bereinigt"
"2024-08-22T00:00+0100","Zch_Heubeeribüel","O3","d1","µg/m3",80.87,"bereinigt"
"2024-08-22T00:00+0100","Zch_Heubeeribüel","PM10","d1","µg/m3",11.29,"bereinigt"
"2024-08-22T00:00+0100","Zch_Heubeeribüel","PM2.5","d1","µg/m3",6.67,"bereinigt"
"2024-08-22T00:00+0100","Zch_Heubeeribüel","O3_max_h1","d1","µg/m3",113.09,"bereinigt"
"2024-08-22T00:00+0100","Zch_Heubeeribüel","O3_nb_h1>120","d1","1",0,"bereinigt"
"2024-08-23T00:00+0100","Zch_Stampfenbachstrasse","SO2","d1","µg/m3",0.83,"bereinigt"
"2024-08-23T00:00+0100","Zch_Stampfenbachstrasse","CO","d1","mg/m3",0.32,"bereinigt"
"2024-08-23T00:00+0100","Zch_Stampfenbachstrasse","NOx","d1","ppb",13.41,"bereinigt"
"2024-08-23T00:00+0100","Zch_Stampfenbachstrasse","NO","d1","µg/m3",3.42,"bereinigt"
"2024-08-23T00:00+0100","Zch_Stampfenbachstrasse","NO2","d1","µg/m3",20.4,"bereinigt"
"2024-08-23T00:00+0100","Zch_Stampfenbachstrasse","O3","d1","µg/m3",65.08,"bereinigt"
"2024-08-23T00:00+0100","Zch_Stampfenbachstrasse","PM10","d1","µg/m3",15.5,"bereinigt"
"2024-08-23T00:00+0100","Zch_Stampfenbachstrasse","PM2.5","d1","µg/m3",9.28,"bereinigt"
